Time,CORE_ZN:SEATTLE SEATTLE TACOMA INTL A ANN HTG 99.6% CONDNS DB:Des Heat Load [W],CORE_ZN:SEATTLE SEATTLE TACOMA INTL A ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],CORE_ZN:SEATTLE SEATTLE TACOMA INTL A ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],CORE_ZN:SEATTLE SEATTLE TACOMA INTL A ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_1:SEATTLE SEATTLE TACOMA INTL A ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_1:SEATTLE SEATTLE TACOMA INTL A ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_1:SEATTLE SEATTLE TACOMA INTL A ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_1:SEATTLE SEATTLE TACOMA INTL A ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_2:SEATTLE SEATTLE TACOMA INTL A ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_2:SEATTLE SEATTLE TACOMA INTL A ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_2:SEATTLE SEATTLE TACOMA INTL A ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_2:SEATTLE SEATTLE TACOMA INTL A ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_3:SEATTLE SEATTLE TACOMA INTL A ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_3:SEATTLE SEATTLE TACOMA INTL A ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_3:SEATTLE SEATTLE TACOMA INTL A ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_3:SEATTLE SEATTLE TACOMA INTL A ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_4:SEATTLE SEATTLE TACOMA INTL A ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_4:SEATTLE SEATTLE TACOMA INTL A ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_4:SEATTLE SEATTLE TACOMA INTL A ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_4:SEATTLE SEATTLE TACOMA INTL A ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
18:30:00,7.523436E+02,3.391741E+03,3.905772E-02,2.996655E-01,2.226233E+03,3.196613E+03,1.155724E-01,2.824250E-01,1.383441E+03,1.745580E+03,7.181963E-02,1.542243E-01,2.220427E+03,2.556652E+03,1.152709E-01,2.258838E-01,1.374801E+03,3.054526E+03,7.137110E-02,2.698712E-01
18:40:00,7.523697E+02,3.387777E+03,3.905908E-02,2.993152E-01,2.272218E+03,3.163187E+03,1.179594E-01,2.794717E-01,1.414096E+03,1.731116E+03,7.341093E-02,1.529464E-01,2.266412E+03,2.542794E+03,1.176580E-01,2.246594E-01,1.405456E+03,3.000066E+03,7.296238E-02,2.650595E-01
18:50:00,7.523958E+02,3.381188E+03,3.906043E-02,2.987330E-01,2.318224E+03,3.128092E+03,1.203474E-01,2.763711E-01,1.444766E+03,1.716328E+03,7.500284E-02,1.516398E-01,2.312417E+03,2.526709E+03,1.200459E-01,2.232383E-01,1.436125E+03,2.925520E+03,7.455429E-02,2.584732E-01
19:00:00,7.524220E+02,3.371573E+03,3.906179E-02,2.978836E-01,2.364247E+03,3.091563E+03,1.227362E-01,2.731436E-01,1.475446E+03,1.699785E+03,7.659527E-02,1.501782E-01,2.358440E+03,2.507416E+03,1.224347E-01,2.215337E-01,1.466806E+03,2.831461E+03,7.614672E-02,2.501628E-01
19:10:00,7.524485E+02,3.358677E+03,3.906317E-02,2.967441E-01,2.364361E+03,3.054864E+03,1.227416E-01,2.699012E-01,1.475521E+03,1.683482E+03,7.659877E-02,1.487379E-01,2.358553E+03,2.486093E+03,1.224401E-01,2.196498E-01,1.466880E+03,2.715948E+03,7.615021E-02,2.399571E-01
19:20:00,7.524755E+02,3.342579E+03,3.906457E-02,2.953218E-01,2.364476E+03,3.017104E+03,1.227470E-01,2.665651E-01,1.475596E+03,1.666546E+03,7.660229E-02,1.472415E-01,2.358668E+03,2.462683E+03,1.224455E-01,2.175814E-01,1.466955E+03,2.594526E+03,7.615371E-02,2.292292E-01
19:30:00,7.525028E+02,3.323958E+03,3.906599E-02,2.936766E-01,2.364585E+03,2.979116E+03,1.227522E-01,2.632088E-01,1.475666E+03,1.649186E+03,7.660559E-02,1.457077E-01,2.358777E+03,2.438155E+03,1.224506E-01,2.154143E-01,1.467025E+03,2.472860E+03,7.615701E-02,2.184798E-01
19:40:00,7.525306E+02,3.303732E+03,3.906743E-02,2.918896E-01,2.364679E+03,2.938930E+03,1.227566E-01,2.596582E-01,1.475727E+03,1.631531E+03,7.660844E-02,1.441479E-01,2.358871E+03,2.412416E+03,1.224551E-01,2.131402E-01,1.467086E+03,2.356411E+03,7.615985E-02,2.081913E-01
19:50:00,7.525587E+02,3.282862E+03,3.906889E-02,2.900461E-01,2.364762E+03,2.899236E+03,1.227605E-01,2.561515E-01,1.475780E+03,1.613892E+03,7.661093E-02,1.425895E-01,2.358953E+03,2.386265E+03,1.224590E-01,2.108299E-01,1.467138E+03,2.252175E+03,7.616234E-02,1.989821E-01
20:00:00,7.525870E+02,3.262127E+03,3.907036E-02,2.882146E-01,2.364834E+03,2.860684E+03,1.227640E-01,2.527457E-01,1.475826E+03,1.596360E+03,7.661313E-02,1.410408E-01,2.359026E+03,2.357964E+03,1.224625E-01,2.083298E-01,1.467184E+03,2.162833E+03,7.616454E-02,1.910890E-01
20:10:00,7.526154E+02,3.242281E+03,3.907183E-02,2.864617E-01,2.364898E+03,2.822704E+03,1.227671E-01,2.493905E-01,1.475866E+03,1.578325E+03,7.661509E-02,1.394476E-01,2.359090E+03,2.329970E+03,1.224656E-01,2.058568E-01,1.467225E+03,2.094196E+03,7.616650E-02,1.850251E-01
20:20:00,7.526438E+02,3.223934E+03,3.907330E-02,2.848417E-01,2.364955E+03,2.787011E+03,1.227699E-01,2.462378E-01,1.475902E+03,1.561027E+03,7.661683E-02,1.379197E-01,2.359147E+03,2.304011E+03,1.224684E-01,2.035639E-01,1.467261E+03,2.034873E+03,7.616824E-02,1.797844E-01
20:30:00,7.526720E+02,3.207099E+03,3.907477E-02,2.833558E-01,2.365006E+03,2.753279E+03,1.227724E-01,2.432586E-01,1.475934E+03,1.544385E+03,7.661838E-02,1.364500E-01,2.359198E+03,2.279450E+03,1.224709E-01,2.013948E-01,1.467293E+03,1.981555E+03,7.616980E-02,1.750744E-01
20:40:00,7.526999E+02,3.191648E+03,3.907622E-02,2.819921E-01,2.365051E+03,2.721387E+03,1.227746E-01,2.404421E-01,1.475962E+03,1.528411E+03,7.661977E-02,1.350393E-01,2.359244E+03,2.256232E+03,1.224731E-01,1.993445E-01,1.467321E+03,1.933207E+03,7.617119E-02,1.708036E-01
20:50:00,7.527277E+02,3.177386E+03,3.907766E-02,2.807332E-01,2.365092E+03,2.691184E+03,1.227766E-01,2.377744E-01,1.475987E+03,1.513085E+03,7.662102E-02,1.336857E-01,2.359285E+03,2.234197E+03,1.224751E-01,1.973984E-01,1.467346E+03,1.889152E+03,7.617244E-02,1.669118E-01
21:00:00,7.527551E+02,3.164226E+03,3.907909E-02,2.795714E-01,2.365129E+03,2.662610E+03,1.227784E-01,2.352506E-01,1.476010E+03,1.498437E+03,7.662214E-02,1.323919E-01,2.359321E+03,2.213296E+03,1.224770E-01,1.955523E-01,1.467369E+03,1.848911E+03,7.617356E-02,1.633569E-01
21:10:00,7.527823E+02,3.152256E+03,3.908050E-02,2.785148E-01,2.365162E+03,2.635561E+03,1.227801E-01,2.328614E-01,1.476030E+03,1.484416E+03,7.662315E-02,1.311536E-01,2.359355E+03,2.193459E+03,1.224786E-01,1.938003E-01,1.467389E+03,1.812052E+03,7.617458E-02,1.601008E-01
21:20:00,7.528091E+02,3.140894E+03,3.908189E-02,2.775134E-01,2.365192E+03,2.609531E+03,1.227816E-01,2.305633E-01,1.476049E+03,1.470785E+03,7.662407E-02,1.299501E-01,2.359385E+03,2.174268E+03,1.224801E-01,1.921063E-01,1.467407E+03,1.778026E+03,7.617550E-02,1.570956E-01
21:30:00,7.528356E+02,3.130391E+03,3.908326E-02,2.765875E-01,2.365219E+03,2.584628E+03,1.227829E-01,2.283646E-01,1.476065E+03,1.457635E+03,7.662490E-02,1.287891E-01,2.359412E+03,2.155884E+03,1.224815E-01,1.904832E-01,1.467424E+03,1.746659E+03,7.617633E-02,1.543252E-01
21:40:00,7.528618E+02,3.120566E+03,3.908462E-02,2.757214E-01,2.365244E+03,2.560670E+03,1.227842E-01,2.262493E-01,1.476080E+03,1.444883E+03,7.662566E-02,1.276632E-01,2.359438E+03,2.138142E+03,1.224828E-01,1.889169E-01,1.467439E+03,1.717610E+03,7.617710E-02,1.517596E-01
21:50:00,7.528876E+02,3.111351E+03,3.908596E-02,2.749094E-01,2.365267E+03,2.537547E+03,1.227854E-01,2.242077E-01,1.476094E+03,1.432487E+03,7.662636E-02,1.265688E-01,2.359461E+03,2.121020E+03,1.224840E-01,1.874054E-01,1.467453E+03,1.690598E+03,7.617780E-02,1.493738E-01
22:00:00,7.529131E+02,3.102688E+03,3.908729E-02,2.741460E-01,2.365288E+03,2.515141E+03,1.227864E-01,2.222295E-01,1.476107E+03,1.420387E+03,7.662701E-02,1.255006E-01,2.359482E+03,2.104475E+03,1.224851E-01,1.859449E-01,1.467466E+03,1.665382E+03,7.617845E-02,1.471468E-01
22:10:00,7.529383E+02,3.094291E+03,3.908860E-02,2.734062E-01,2.365308E+03,2.493349E+03,1.227874E-01,2.203055E-01,1.476119E+03,1.408573E+03,7.662761E-02,1.244575E-01,2.359502E+03,2.088441E+03,1.224861E-01,1.845295E-01,1.467478E+03,1.641745E+03,7.617905E-02,1.450592E-01
22:20:00,7.529632E+02,3.086520E+03,3.908989E-02,2.727198E-01,2.365326E+03,2.472443E+03,1.227884E-01,2.184585E-01,1.476129E+03,1.397195E+03,7.662816E-02,1.234523E-01,2.359521E+03,2.073165E+03,1.224870E-01,1.831798E-01,1.467489E+03,1.619652E+03,7.617961E-02,1.431073E-01
22:30:00,7.529878E+02,3.079066E+03,3.909117E-02,2.720613E-01,2.365343E+03,2.452208E+03,1.227893E-01,2.166706E-01,1.476140E+03,1.386139E+03,7.662869E-02,1.224754E-01,2.359539E+03,2.058419E+03,1.224879E-01,1.818770E-01,1.467499E+03,1.598829E+03,7.618013E-02,1.412676E-01
22:40:00,7.530121E+02,3.071987E+03,3.909243E-02,2.714358E-01,2.365360E+03,2.432670E+03,1.227901E-01,2.149443E-01,1.476149E+03,1.375430E+03,7.662918E-02,1.215292E-01,2.359555E+03,2.044232E+03,1.224888E-01,1.806235E-01,1.467509E+03,1.579191E+03,7.618063E-02,1.395324E-01
22:50:00,7.530362E+02,3.065233E+03,3.909368E-02,2.708391E-01,2.365375E+03,2.413784E+03,1.227909E-01,2.132756E-01,1.476158E+03,1.365048E+03,7.662964E-02,1.206118E-01,2.359571E+03,2.030573E+03,1.224896E-01,1.794166E-01,1.467518E+03,1.560634E+03,7.618109E-02,1.378928E-01
23:00:00,7.530599E+02,3.058772E+03,3.909491E-02,2.702683E-01,2.365390E+03,2.395516E+03,1.227917E-01,2.116615E-01,1.476167E+03,1.354979E+03,7.663009E-02,1.197222E-01,2.359586E+03,2.017418E+03,1.224904E-01,1.782543E-01,1.467526E+03,1.543066E+03,7.618154E-02,1.363407E-01
23:10:00,7.530835E+02,3.052577E+03,3.909613E-02,2.697209E-01,2.365404E+03,2.377690E+03,1.227924E-01,2.100865E-01,1.476175E+03,1.345121E+03,7.663051E-02,1.188513E-01,2.359600E+03,2.004600E+03,1.224911E-01,1.771218E-01,1.467534E+03,1.526317E+03,7.618196E-02,1.348608E-01
23:20:00,7.531067E+02,3.046622E+03,3.909734E-02,2.691947E-01,2.365417E+03,2.360276E+03,1.227931E-01,2.085479E-01,1.476183E+03,1.335463E+03,7.663091E-02,1.179979E-01,2.359614E+03,1.992096E+03,1.224918E-01,1.760169E-01,1.467542E+03,1.510307E+03,7.618236E-02,1.334462E-01
23:30:00,7.531298E+02,3.040882E+03,3.909854E-02,2.686876E-01,2.365430E+03,2.343242E+03,1.227937E-01,2.070428E-01,1.476190E+03,1.325991E+03,7.663130E-02,1.171610E-01,2.359627E+03,1.979879E+03,1.224925E-01,1.749375E-01,1.467550E+03,1.494966E+03,7.618275E-02,1.320908E-01
23:40:00,7.531526E+02,3.035338E+03,3.909972E-02,2.681977E-01,2.365443E+03,2.326558E+03,1.227944E-01,2.055687E-01,1.476198E+03,1.316691E+03,7.663167E-02,1.163393E-01,2.359640E+03,1.967924E+03,1.224931E-01,1.738812E-01,1.467557E+03,1.480230E+03,7.618313E-02,1.307888E-01
23:50:00,7.531752E+02,3.029968E+03,3.910089E-02,2.677233E-01,2.365455E+03,2.310198E+03,1.227950E-01,2.041232E-01,1.476205E+03,1.307552E+03,7.663203E-02,1.155318E-01,2.359652E+03,1.956211E+03,1.224938E-01,1.728463E-01,1.467564E+03,1.466043E+03,7.618349E-02,1.295352E-01
24:00:00,7.531976E+02,3.024756E+03,3.910206E-02,2.672628E-01,2.365467E+03,2.294137E+03,1.227956E-01,2.027041E-01,1.476211E+03,1.298562E+03,7.663238E-02,1.147375E-01,2.359664E+03,1.944717E+03,1.224944E-01,1.718307E-01,1.467571E+03,1.452352E+03,7.618384E-02,1.283256E-01
Peak,7.531976E+02,3.405689E+03,3.910206E-02,3.009048E-01,2.365467E+03,3.988008E+03,1.227956E-01,3.523700E-01,1.476211E+03,2.532241E+03,7.663238E-02,2.237259E-01,2.359664E+03,2.708680E+03,1.224944E-01,2.393212E-01,1.467571E+03,3.122415E+03,7.618384E-02,2.758695E-01

Peak Vol Flow (m3/s),,,3.294217E-02,2.535022E-01,,,1.034512E-01,2.968599E-01,,,6.456021E-02,1.884815E-01,,,1.031974E-01,2.016201E-01,,,6.418233E-02,2.324108E-01
