Time,CORE_ZN:ROCHESTER INTERNATIONAL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],CORE_ZN:ROCHESTER INTERNATIONAL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],CORE_ZN:ROCHESTER INTERNATIONAL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],CORE_ZN:ROCHESTER INTERNATIONAL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_1:ROCHESTER INTERNATIONAL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_1:ROCHESTER INTERNATIONAL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_1:ROCHESTER INTERNATIONAL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_1:ROCHESTER INTERNATIONAL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_2:ROCHESTER INTERNATIONAL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_2:ROCHESTER INTERNATIONAL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_2:ROCHESTER INTERNATIONAL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_2:ROCHESTER INTERNATIONAL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_3:ROCHESTER INTERNATIONAL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_3:ROCHESTER INTERNATIONAL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_3:ROCHESTER INTERNATIONAL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_3:ROCHESTER INTERNATIONAL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_4:ROCHESTER INTERNATIONAL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_4:ROCHESTER INTERNATIONAL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_4:ROCHESTER INTERNATIONAL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_4:ROCHESTER INTERNATIONAL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
18:00:00,1.273330E+03,3.445171E+03,6.610458E-02,3.043946E-01,3.716471E+03,3.716731E+03,1.929338E-01,3.283910E-01,2.270633E+03,1.903749E+03,1.178754E-01,1.682058E-01,3.728664E+03,2.692469E+03,1.935668E-01,2.378935E-01,2.298240E+03,2.827874E+03,1.193086E-01,2.498573E-01
18:10:00,1.273349E+03,3.441184E+03,6.610557E-02,3.040413E-01,3.836322E+03,3.682138E+03,1.991557E-01,3.253334E-01,2.350532E+03,1.890348E+03,1.220233E-01,1.670211E-01,3.848515E+03,2.683212E+03,1.997886E-01,2.370746E-01,2.378139E+03,2.867201E+03,1.234564E-01,2.533310E-01
18:20:00,1.273368E+03,3.437371E+03,6.610655E-02,3.037033E-01,3.956203E+03,3.646361E+03,2.053789E-01,3.221712E-01,2.430453E+03,1.876705E+03,1.261720E-01,1.658150E-01,3.968395E+03,2.670325E+03,2.060118E-01,2.359350E-01,2.458059E+03,2.902246E+03,1.276052E-01,2.564263E-01
18:30:00,1.273386E+03,3.433860E+03,6.610752E-02,3.033921E-01,4.076143E+03,3.611765E+03,2.116047E-01,3.191133E-01,2.510412E+03,1.862751E+03,1.303225E-01,1.645815E-01,4.088335E+03,2.655798E+03,2.122376E-01,2.346505E-01,2.538019E+03,2.932405E+03,1.317556E-01,2.590900E-01
18:40:00,1.273405E+03,3.430757E+03,6.610851E-02,3.031169E-01,4.196153E+03,3.577918E+03,2.178334E-01,3.161216E-01,2.590417E+03,1.848547E+03,1.344748E-01,1.633259E-01,4.208345E+03,2.640296E+03,2.184663E-01,2.332799E-01,2.618024E+03,2.957304E+03,1.359080E-01,2.612889E-01
18:50:00,1.273425E+03,3.428204E+03,6.610953E-02,3.028909E-01,4.316215E+03,3.545109E+03,2.240643E-01,3.132224E-01,2.670456E+03,1.834066E+03,1.386285E-01,1.620462E-01,4.328406E+03,2.624937E+03,2.246971E-01,2.319225E-01,2.698064E+03,2.976809E+03,1.400617E-01,2.630118E-01
19:00:00,1.273446E+03,3.426072E+03,6.611061E-02,3.027026E-01,4.436316E+03,3.512856E+03,2.302967E-01,3.103728E-01,2.750520E+03,1.819305E+03,1.427832E-01,1.607420E-01,4.448506E+03,2.609099E+03,2.309295E-01,2.305232E-01,2.778128E+03,2.990247E+03,1.442164E-01,2.641990E-01
19:10:00,1.273468E+03,3.424194E+03,6.611177E-02,3.025367E-01,4.436600E+03,3.488639E+03,2.303088E-01,3.082334E-01,2.750705E+03,1.809415E+03,1.427910E-01,1.598683E-01,4.448789E+03,2.599673E+03,2.309416E-01,2.296905E-01,2.778314E+03,3.002351E+03,1.442242E-01,2.652686E-01
19:20:00,1.273492E+03,3.422312E+03,6.611302E-02,3.023704E-01,4.436877E+03,3.464149E+03,2.303206E-01,3.060702E-01,2.750883E+03,1.799175E+03,1.427985E-01,1.589640E-01,4.449065E+03,2.591200E+03,2.309532E-01,2.289422E-01,2.778494E+03,3.007693E+03,1.442317E-01,2.657412E-01
19:30:00,1.273518E+03,3.420159E+03,6.611436E-02,3.021802E-01,4.437113E+03,3.439503E+03,2.303306E-01,3.038937E-01,2.751036E+03,1.788736E+03,1.428049E-01,1.580422E-01,4.449300E+03,2.583149E+03,2.309632E-01,2.282316E-01,2.778646E+03,3.006189E+03,1.442381E-01,2.656096E-01
19:40:00,1.273546E+03,3.417485E+03,6.611579E-02,3.019439E-01,4.437295E+03,3.414817E+03,2.303384E-01,3.017138E-01,2.751153E+03,1.778130E+03,1.428099E-01,1.571057E-01,4.449482E+03,2.576338E+03,2.309710E-01,2.276307E-01,2.778763E+03,2.997877E+03,1.442431E-01,2.648765E-01
19:50:00,1.273574E+03,3.414092E+03,6.611727E-02,3.016441E-01,4.437438E+03,3.390168E+03,2.303447E-01,2.995374E-01,2.751245E+03,1.767685E+03,1.428139E-01,1.561837E-01,4.449626E+03,2.571132E+03,2.309773E-01,2.271717E-01,2.778855E+03,2.982647E+03,1.442471E-01,2.635324E-01
20:00:00,1.273603E+03,3.409869E+03,6.611878E-02,3.012710E-01,4.437554E+03,3.365635E+03,2.303500E-01,2.973714E-01,2.751320E+03,1.757295E+03,1.428174E-01,1.552665E-01,4.449741E+03,2.569327E+03,2.309826E-01,2.270134E-01,2.778930E+03,2.960485E+03,1.442505E-01,2.615758E-01
20:10:00,1.273632E+03,3.404801E+03,6.612029E-02,3.008232E-01,4.437650E+03,3.334000E+03,2.303545E-01,2.945776E-01,2.751381E+03,1.742182E+03,1.428203E-01,1.539320E-01,4.449837E+03,2.566029E+03,2.309871E-01,2.267230E-01,2.778991E+03,2.926591E+03,1.442534E-01,2.585823E-01
20:20:00,1.273661E+03,3.398992E+03,6.612178E-02,3.003100E-01,4.437730E+03,3.302910E+03,2.303584E-01,2.918316E-01,2.751433E+03,1.727335E+03,1.428228E-01,1.526207E-01,4.449918E+03,2.570236E+03,2.309910E-01,2.270955E-01,2.779043E+03,2.885947E+03,1.442559E-01,2.549920E-01
20:30:00,1.273689E+03,3.392702E+03,6.612324E-02,2.997542E-01,4.437798E+03,3.269818E+03,2.303617E-01,2.889083E-01,2.751478E+03,1.714374E+03,1.428250E-01,1.514759E-01,4.449986E+03,2.581695E+03,2.309943E-01,2.281086E-01,2.779087E+03,2.839234E+03,1.442581E-01,2.508649E-01
20:40:00,1.273716E+03,3.386236E+03,6.612465E-02,2.991829E-01,4.437857E+03,3.236422E+03,2.303646E-01,2.859579E-01,2.751516E+03,1.702263E+03,1.428268E-01,1.504061E-01,4.450045E+03,2.598951E+03,2.309972E-01,2.296338E-01,2.779125E+03,2.786823E+03,1.442600E-01,2.462341E-01
20:50:00,1.273743E+03,3.379867E+03,6.612603E-02,2.986203E-01,4.437907E+03,3.202897E+03,2.303671E-01,2.829959E-01,2.751549E+03,1.690559E+03,1.428285E-01,1.493721E-01,4.450096E+03,2.619798E+03,2.309998E-01,2.314761E-01,2.779158E+03,2.729293E+03,1.442616E-01,2.411510E-01
21:00:00,1.273769E+03,3.373769E+03,6.612737E-02,2.980815E-01,4.437951E+03,3.171653E+03,2.303693E-01,2.802354E-01,2.751577E+03,1.679230E+03,1.428299E-01,1.483712E-01,4.450140E+03,2.641651E+03,2.310020E-01,2.334072E-01,2.779186E+03,2.667390E+03,1.442631E-01,2.356814E-01
21:10:00,1.273794E+03,3.368003E+03,6.612867E-02,2.975720E-01,4.437990E+03,3.140623E+03,2.303713E-01,2.774938E-01,2.751602E+03,1.667949E+03,1.428312E-01,1.473745E-01,4.450179E+03,2.660948E+03,2.310040E-01,2.351123E-01,2.779211E+03,2.603387E+03,1.442644E-01,2.300263E-01
21:20:00,1.273818E+03,3.362496E+03,6.612993E-02,2.970859E-01,4.438025E+03,3.109720E+03,2.303730E-01,2.747641E-01,2.751625E+03,1.656787E+03,1.428324E-01,1.463887E-01,4.450214E+03,2.675249E+03,2.310057E-01,2.363767E-01,2.779234E+03,2.537615E+03,1.442655E-01,2.242154E-01
21:30:00,1.273842E+03,3.356804E+03,6.613115E-02,2.965840E-01,4.438056E+03,3.078667E+03,2.303746E-01,2.720219E-01,2.751645E+03,1.643817E+03,1.428334E-01,1.452436E-01,4.450245E+03,2.682477E+03,2.310073E-01,2.370167E-01,2.779254E+03,2.471061E+03,1.442665E-01,2.183359E-01
21:40:00,1.273864E+03,3.350383E+03,6.613234E-02,2.960171E-01,4.438083E+03,3.047154E+03,2.303760E-01,2.692380E-01,2.751663E+03,1.629725E+03,1.428343E-01,1.439987E-01,4.450273E+03,2.679812E+03,2.310088E-01,2.367818E-01,2.779272E+03,2.402278E+03,1.442674E-01,2.122587E-01
21:50:00,1.273887E+03,3.342958E+03,6.613350E-02,2.953616E-01,4.438109E+03,3.015631E+03,2.303773E-01,2.664534E-01,2.751679E+03,1.614833E+03,1.428352E-01,1.426833E-01,4.450299E+03,2.666558E+03,2.310101E-01,2.356112E-01,2.779288E+03,2.332948E+03,1.442683E-01,2.061333E-01
22:00:00,1.273908E+03,3.334002E+03,6.613462E-02,2.945706E-01,4.438132E+03,2.981520E+03,2.303786E-01,2.634399E-01,2.751694E+03,1.599046E+03,1.428359E-01,1.412886E-01,4.450322E+03,2.645270E+03,2.310113E-01,2.337306E-01,2.779303E+03,2.265348E+03,1.442691E-01,2.001606E-01
22:10:00,1.273930E+03,3.323419E+03,6.613572E-02,2.936355E-01,4.438154E+03,2.947035E+03,2.303797E-01,2.603929E-01,2.751708E+03,1.582656E+03,1.428366E-01,1.398405E-01,4.450344E+03,2.615261E+03,2.310125E-01,2.310789E-01,2.779317E+03,2.197672E+03,1.442698E-01,1.941808E-01
22:20:00,1.273950E+03,3.311113E+03,6.613680E-02,2.925478E-01,4.438174E+03,2.912630E+03,2.303807E-01,2.573523E-01,2.751721E+03,1.565805E+03,1.428373E-01,1.383511E-01,4.450365E+03,2.578504E+03,2.310135E-01,2.278303E-01,2.779330E+03,2.131976E+03,1.442704E-01,1.883756E-01
22:30:00,1.273971E+03,3.297441E+03,6.613785E-02,2.913392E-01,4.438193E+03,2.878756E+03,2.303817E-01,2.543584E-01,2.751733E+03,1.548821E+03,1.428379E-01,1.368499E-01,4.450384E+03,2.536316E+03,2.310145E-01,2.241018E-01,2.779342E+03,2.068618E+03,1.442711E-01,1.827768E-01
22:40:00,1.273990E+03,3.282752E+03,6.613888E-02,2.900420E-01,4.438211E+03,2.845187E+03,2.303826E-01,2.513932E-01,2.751744E+03,1.531670E+03,1.428385E-01,1.353351E-01,4.450402E+03,2.490077E+03,2.310154E-01,2.200167E-01,2.779353E+03,2.009694E+03,1.442717E-01,1.775710E-01
22:50:00,1.274010E+03,3.267202E+03,6.613989E-02,2.886679E-01,4.438228E+03,2.812144E+03,2.303835E-01,2.484734E-01,2.751755E+03,1.514461E+03,1.428391E-01,1.338143E-01,4.450419E+03,2.444449E+03,2.310163E-01,2.159849E-01,2.779364E+03,1.955698E+03,1.442722E-01,1.728000E-01
23:00:00,1.274029E+03,3.251614E+03,6.614088E-02,2.872908E-01,4.438244E+03,2.780410E+03,2.303843E-01,2.456697E-01,2.751765E+03,1.497711E+03,1.428396E-01,1.323345E-01,4.450435E+03,2.399512E+03,2.310172E-01,2.120144E-01,2.779374E+03,1.905697E+03,1.442727E-01,1.683822E-01
23:10:00,1.274048E+03,3.236182E+03,6.614186E-02,2.859283E-01,4.438260E+03,2.749706E+03,2.303852E-01,2.429581E-01,2.751775E+03,1.481333E+03,1.428401E-01,1.308881E-01,4.450451E+03,2.358116E+03,2.310180E-01,2.083578E-01,2.779384E+03,1.860537E+03,1.442732E-01,1.643929E-01
23:20:00,1.274066E+03,3.221275E+03,6.614282E-02,2.846122E-01,4.438275E+03,2.720083E+03,2.303859E-01,2.403421E-01,2.751784E+03,1.465412E+03,1.428406E-01,1.294821E-01,4.450466E+03,2.320197E+03,2.310188E-01,2.050086E-01,2.779393E+03,1.819649E+03,1.442737E-01,1.607811E-01
23:30:00,1.274085E+03,3.207051E+03,6.614377E-02,2.833560E-01,4.438289E+03,2.691495E+03,2.303867E-01,2.378169E-01,2.751793E+03,1.449960E+03,1.428410E-01,1.281172E-01,4.450480E+03,2.285716E+03,2.310195E-01,2.019626E-01,2.779402E+03,1.782508E+03,1.442742E-01,1.575000E-01
23:40:00,1.274103E+03,3.193940E+03,6.614471E-02,2.821976E-01,4.438303E+03,2.664940E+03,2.303874E-01,2.354706E-01,2.751802E+03,1.435548E+03,1.428415E-01,1.268438E-01,4.450495E+03,2.256760E+03,2.310202E-01,1.994041E-01,2.779410E+03,1.749630E+03,1.442746E-01,1.545951E-01
23:50:00,1.274120E+03,3.181687E+03,6.614563E-02,2.811176E-01,4.438316E+03,2.639528E+03,2.303881E-01,2.332287E-01,2.751810E+03,1.421703E+03,1.428419E-01,1.256225E-01,4.450508E+03,2.229991E+03,2.310209E-01,1.970419E-01,2.779419E+03,1.719455E+03,1.442750E-01,1.519312E-01
24:00:00,1.274138E+03,3.170322E+03,6.614654E-02,2.801161E-01,4.438329E+03,2.615082E+03,2.303888E-01,2.310724E-01,2.751818E+03,1.408357E+03,1.428423E-01,1.244452E-01,4.450521E+03,2.204756E+03,2.310216E-01,1.948152E-01,2.779427E+03,1.691473E+03,1.442755E-01,1.494610E-01
Peak,1.274138E+03,3.469774E+03,6.614654E-02,3.065761E-01,4.438329E+03,4.822312E+03,2.303888E-01,4.260966E-01,2.751818E+03,2.649886E+03,1.428423E-01,2.341269E-01,4.450521E+03,2.733216E+03,2.310216E-01,2.414987E-01,2.779427E+03,3.007693E+03,1.442755E-01,2.657412E-01

Peak Vol Flow (m3/s),,,5.579918E-02,2.586182E-01,,,1.943489E-01,3.594420E-01,,,1.204974E-01,1.975022E-01,,,1.948827E-01,2.037209E-01,,,1.217063E-01,2.241711E-01
