Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),Gas:Facility [J](Hourly) 
 03/16  03:00:00,15345924.692727607,15345924.692727603,5500736.132426133 
 03/16  04:00:00,14753671.304027865,14753671.304027865,4990755.061036213 
 03/16  05:00:00,16158027.636210917,16158027.636210915,5828504.505639697 
 03/16  06:00:00,21142764.71390551,21142764.713905507,101008676.40914841 
 03/16  07:00:00,23539658.69652781,23539658.696527807,131550936.60182764 
 03/16  08:00:00,32463876.643610747,32463876.643610747,100033876.20483165 
 03/16  09:00:00,30911805.47926485,30911805.47926485,83275600.95379342 
 03/16  10:00:00,30851467.00831472,30851467.00831472,67866138.51200715 
 03/16  11:00:00,33735480.680728819,33735480.680728819,47762356.81363674 
 03/16  12:00:00,49199440.1210178,49199440.1210178,12272683.708472675 
 03/16  13:00:00,44559832.37551006,44559832.37551005,3936799.4672162767 
 03/16  14:00:00,44045692.30310902,44045692.30310902,2035945.3213922438 
 03/16  15:00:00,43903286.81181229,43903286.81181228,505724.72137938396 
 03/16  16:00:00,44315072.7204081,44315072.7204081,58479.75762894649 
 03/16  17:00:00,42661590.41394252,42661590.41394253,7072541.372094702 
 03/16  18:00:00,37145416.08278047,37145416.082780469,5717222.9354875399 
 03/16  19:00:00,11742618.059538953,11742618.059538952,0.0 
 03/16  20:00:00,12669894.910823152,12669894.910823152,0.0 
 03/16  21:00:00,12669894.910823152,12669894.910823152,0.0 
 03/16  22:00:00,11534524.076916654,11534524.076916654,0.0 
 03/16  23:00:00,11205881.415921549,11205881.415921549,0.0 
 03/16  24:00:00,13158423.644994012,13158423.64499401,0.0 
 03/17  01:00:00,13158423.644994012,13158423.64499401,0.0 
 03/17  02:00:00,13158423.644994012,13158423.64499401,0.0 
 03/17  03:00:00,13158423.644994012,13158423.64499401,0.0 
 03/17  04:00:00,13158423.644994012,13158423.64499401,0.0 
 03/17  05:00:00,13970526.588477325,13970526.588477325,0.0 
 03/17  06:00:00,41385677.366704437,41385677.366704437,23805173.55654326 
 03/17  07:00:00,47928346.270439799,47928346.270439799,29667887.190732294 
 03/17  08:00:00,52540736.611853998,52540736.611854,4449741.380487775 
 03/17  09:00:00,49596505.03978592,49596505.03978592,2163777.1416634179 
 03/17  10:00:00,46371714.40433292,46371714.40433291,165647.83588988847 
 03/17  11:00:00,42703823.00355252,42703823.00355251,0.0 
 03/17  12:00:00,43487262.30229869,43487262.30229868,0.0 
 03/17  13:00:00,38423206.95723982,38423206.957239817,0.0 
 03/17  14:00:00,37227374.562189538,37227374.562189538,0.0 
 03/17  15:00:00,36972137.020316299,36972137.02031629,0.0 
 03/17  16:00:00,37239393.75971204,37239393.75971203,0.0 
 03/17  17:00:00,33502384.349466504,33502384.349466504,0.0 
 03/17  18:00:00,31272044.119453439,31272044.119453435,0.0 
 03/17  19:00:00,11742618.059538953,11742618.059538952,0.0 
 03/17  20:00:00,12669894.910823152,12669894.910823152,0.0 
 03/17  21:00:00,12669894.910823152,12669894.910823152,0.0 
 03/17  22:00:00,11534524.076916654,11534524.076916654,0.0 
 03/17  23:00:00,11205881.415921549,11205881.415921549,0.0 
 03/17  24:00:00,13158423.644994012,13158423.64499401,0.0 
 03/18  01:00:00,10093157.415921549,10093157.415921549,0.0 
 03/18  02:00:00,10093157.415921549,10093157.415921549,0.0 
 03/18  03:00:00,10093157.415921549,10093157.415921549,0.0 
 03/18  04:00:00,10093157.415921549,10093157.415921549,0.0 
 03/18  05:00:00,10093157.415921549,10093157.415921549,0.0 
 03/18  06:00:00,11205881.415921549,11205881.415921549,0.0 
 03/18  07:00:00,11205881.415921549,11205881.415921549,0.0 
 03/18  08:00:00,8431296.44308405,8431296.44308405,0.0 
 03/18  09:00:00,7609054.6990887769,7609054.699088775,0.0 
 03/18  10:00:00,7480142.978697232,7480142.978697232,0.0 
 03/18  11:00:00,7485647.325293612,7485647.325293611,0.0 
 03/18  12:00:00,7438825.364693111,7438825.364693109,0.0 
 03/18  13:00:00,7436278.456716709,7436278.456716706,0.0 
 03/18  14:00:00,7480196.5562206399,7480196.556220638,0.0 
 03/18  15:00:00,7523468.840267917,7523468.840267916,0.0 
 03/18  16:00:00,7598672.100159478,7598672.100159477,0.0 
 03/18  17:00:00,7792827.618913321,7792827.61891332,0.0 
 03/18  18:00:00,7922681.415921549,7922681.415921549,0.0 
 03/18  19:00:00,9017081.415921549,9017081.415921549,0.0 
 03/18  20:00:00,11205881.415921549,11205881.415921549,0.0 
 03/18  21:00:00,11205881.415921549,11205881.415921549,0.0 
 03/18  22:00:00,11205881.415921549,11205881.415921549,0.0 
 03/18  23:00:00,11205881.415921549,11205881.415921549,0.0 
 03/18  24:00:00,10093157.415921549,10093157.415921549,0.0 
 03/19  01:00:00,10287810.28658081,10287810.28658081,0.0 
 03/19  02:00:00,10677725.86426801,10677725.864268009,0.0 
 03/19  03:00:00,12199070.25668063,12199070.256680629,0.0 
 03/19  04:00:00,14294680.10101553,14294680.10101553,17575.611782334705 
 03/19  05:00:00,13348956.605718589,13348956.605718587,0.0 
 03/19  06:00:00,15097911.746789232,15097911.746789232,6039.696459873256 
 03/19  07:00:00,15302552.362769537,15302552.362769533,0.0 
 03/19  08:00:00,10577202.182930137,10577202.182930135,33645.001682068825 
 03/19  09:00:00,10477292.549388769,10477292.549388767,0.0 
 03/19  10:00:00,8781640.626724204,8781640.626724204,0.0 
 03/19  11:00:00,8653425.213321167,8653425.213321168,38860.63711129468 
 03/19  12:00:00,7596198.884166396,7596198.884166395,0.0 
 03/19  13:00:00,6984341.01034675,6984341.010346748,0.0 
 03/19  14:00:00,6534986.825803403,6534986.825803403,0.0 
 03/19  15:00:00,6569611.00042792,6569611.00042792,0.0 
 03/19  16:00:00,7427180.389304081,7427180.38930408,0.0 
 03/19  17:00:00,7758450.744842162,7758450.744842162,0.0 
 03/19  18:00:00,7922681.415921549,7922681.415921549,0.0 
 03/19  19:00:00,9728844.77700077,9728844.777000774,0.0 
 03/19  20:00:00,13149969.105821778,13149969.105821778,0.0 
 03/19  21:00:00,12260428.82542279,12260428.82542279,0.0 
 03/19  22:00:00,12786394.347112585,12786394.347112583,0.0 
 03/19  23:00:00,14092358.667793259,14092358.667793258,0.0 
 03/19  24:00:00,13376531.009025632,13376531.00902563,0.0 
 03/20  01:00:00,15490250.564378649,15490250.564378648,0.0 
 03/20  02:00:00,15425895.529602284,15425895.529602282,0.0 
 03/20  03:00:00,16436545.763491799,16436545.76349179,0.0 
 03/20  04:00:00,16470733.394421868,16470733.394421867,0.0 
 03/20  05:00:00,17215647.200378665,17215647.200378669,0.0 
 03/20  06:00:00,45483460.106310907,45483460.10631091,45927628.45051166 
 03/20  07:00:00,50408646.196441669,50408646.19644165,52318333.47527448 
 03/20  08:00:00,56299208.7539395,56299208.75393951,12377917.706126582 
 03/20  09:00:00,50626144.68738647,50626144.68738646,4128228.530904184 
 03/20  10:00:00,44130121.56673084,44130121.566730838,226544.1310745002 
 03/20  11:00:00,39948218.19873197,39948218.19873195,0.0 
 03/20  12:00:00,39766739.04112268,39766739.041122678,0.0 
 03/20  13:00:00,37044033.58704255,37044033.58704255,0.0 
 03/20  14:00:00,35081388.40135562,35081388.40135562,0.0 
 03/20  15:00:00,34182779.58255519,34182779.58255518,0.0 
 03/20  16:00:00,34232652.350032899,34232652.350032899,0.0 
 03/20  17:00:00,30856788.14520765,30856788.14520765,0.0 
 03/20  18:00:00,27359839.70611035,27359839.706110348,0.0 
 03/20  19:00:00,11195418.059538953,11195418.059538952,0.0 
 03/20  20:00:00,12669894.910823152,12669894.910823152,0.0 
 03/20  21:00:00,12669894.910823152,12669894.910823152,0.0 
 03/20  22:00:00,11534524.076916654,11534524.076916654,0.0 
 03/20  23:00:00,11205881.415921549,11205881.415921549,0.0 
 03/20  24:00:00,13158423.644994012,13158423.64499401,0.0 
 03/21  01:00:00,13158423.644994012,13158423.64499401,0.0 
 03/21  02:00:00,13158423.644994012,13158423.64499401,0.0 
 03/21  03:00:00,13158423.644994012,13158423.64499401,0.0 
 03/21  04:00:00,13158423.644994012,13158423.64499401,0.0 
 03/21  05:00:00,13970526.588477325,13970526.588477325,0.0 
 03/21  06:00:00,42015478.89045732,42015478.89045731,19566781.247681869 
 03/21  07:00:00,47999423.122894648,47999423.12289463,23586900.325509035 
 03/21  08:00:00,51210105.330352019,51210105.330352019,3703402.8402447334 
 03/21  09:00:00,48007988.210872229,48007988.210872229,1181485.2785238799 
 03/21  10:00:00,45597138.014983247,45597138.01498324,0.0 
 03/21  11:00:00,41998638.25945626,41998638.259456258,0.0 
 03/21  12:00:00,41303297.65175699,41303297.65175699,0.0 
 03/21  13:00:00,37395439.79442772,37395439.79442772,0.0 
 03/21  14:00:00,38407157.33996016,38407157.33996016,0.0 
 03/21  15:00:00,41748949.38166557,41748949.38166557,0.0 
 03/21  16:00:00,42273349.099476959,42273349.099476959,0.0 
 03/21  17:00:00,41808099.64391263,41808099.64391263,0.0 
 03/21  18:00:00,36213201.722909528,36213201.722909528,0.0 
 03/21  19:00:00,11195418.059538953,11195418.059538952,0.0 
 03/21  20:00:00,12669894.910823152,12669894.910823152,0.0 
 03/21  21:00:00,12669894.910823152,12669894.910823152,0.0 
 03/21  22:00:00,11534524.076916654,11534524.076916654,0.0 
 03/21  23:00:00,11205881.415921549,11205881.415921549,0.0 
 03/21  24:00:00,13158423.644994012,13158423.64499401,0.0 
 03/22  01:00:00,13158423.644994012,13158423.64499401,0.0 
 03/22  02:00:00,13158423.644994012,13158423.64499401,0.0 
 03/22  03:00:00,13158423.644994012,13158423.64499401,0.0 
 03/22  04:00:00,13158423.644994012,13158423.64499401,0.0 
 03/22  05:00:00,13970526.588477325,13970526.588477325,0.0 
 03/22  06:00:00,40267253.27101943,40267253.27101943,12091493.701927374 
 03/22  07:00:00,48108369.32702633,48108369.32702632,13819604.880736314 
 03/22  08:00:00,49793951.179069239,49793951.179069239,1014638.7569679332 
 03/22  09:00:00,45171252.85522059,45171252.855220589,0.0 
 03/22  10:00:00,39856774.599887978,39856774.599887978,0.0 
 03/22  11:00:00,34631359.49817411,34631359.4981741,0.0 
 03/22  12:00:00,34802310.69829353,34802310.69829353,0.0 
 03/22  13:00:00,32952696.425201175,32952696.42520117,0.0 
 03/22  14:00:00,31974249.114872509,31974249.114872505,0.0 
 03/22  15:00:00,31461476.59589602,31461476.595896026,0.0 
 03/22  16:00:00,31278901.191568428,31278901.191568428,0.0 
 03/22  17:00:00,25942766.461046518,25942766.46104652,0.0 
 03/22  18:00:00,23661729.535782506,23661729.535782506,0.0 
 03/22  19:00:00,10648218.059538953,10648218.059538952,0.0 
 03/22  20:00:00,12669894.910823152,12669894.910823152,0.0 
 03/22  21:00:00,12669894.910823152,12669894.910823152,0.0 
 03/22  22:00:00,11534524.076916654,11534524.076916654,0.0 
 03/22  23:00:00,11205881.415921549,11205881.415921549,0.0 
 03/22  24:00:00,13158423.644994012,13158423.64499401,0.0 
 03/23  01:00:00,13158423.644994012,13158423.64499401,0.0 
 03/23  02:00:00,13158423.644994012,13158423.64499401,0.0 
 03/23  03:00:00,13158423.644994012,13158423.64499401,0.0 
 03/23  04:00:00,13158423.644994012,13158423.64499401,0.0 
 03/23  05:00:00,13970526.588477325,13970526.588477325,0.0 
 03/23  06:00:00,37780858.607194539,37780858.60719453,10129534.528499276 
 03/23  07:00:00,45653768.02525791,45653768.0252579,8707882.782025028 
 03/23  08:00:00,46198946.287514608,46198946.2875146,37340.173262133874 
 03/23  09:00:00,42936290.127437058,42936290.12743705,0.0 
 03/23  10:00:00,41080655.88228655,41080655.88228653,0.0 
 03/23  11:00:00,38854622.007018487,38854622.00701848,0.0 
 03/23  12:00:00,41658644.906299907,41658644.90629991,0.0 
 03/23  13:00:00,38040020.08316895,38040020.08316895,0.0 
 03/23  14:00:00,37868514.58239287,37868514.58239287,0.0 
 03/23  15:00:00,37782618.785290319,37782618.78529031,0.0 
 03/23  16:00:00,38304718.83954114,38304718.83954114,0.0 
 03/23  17:00:00,37508596.08549603,37508596.08549603,0.0 
 03/23  18:00:00,31651247.53749531,31651247.537495309,0.0 
 03/23  19:00:00,10648218.059538953,10648218.059538952,0.0 
 03/23  20:00:00,12669894.910823152,12669894.910823152,0.0 
 03/23  21:00:00,12669894.910823152,12669894.910823152,0.0 
 03/23  22:00:00,11534524.076916654,11534524.076916654,0.0 
 03/23  23:00:00,11205881.415921549,11205881.415921549,0.0 
 03/23  24:00:00,13158423.644994012,13158423.64499401,0.0 
 03/24  01:00:00,13158423.644994012,13158423.64499401,0.0 
 03/24  02:00:00,13158423.644994012,13158423.64499401,0.0 
 03/24  03:00:00,13158423.644994012,13158423.64499401,0.0 
 03/24  04:00:00,13158423.644994012,13158423.64499401,0.0 
 03/24  05:00:00,13970526.588477325,13970526.588477325,0.0 
 03/24  06:00:00,40374573.44697538,40374573.44697537,25999255.68456211 
 03/24  07:00:00,46407199.88909204,46407199.889092039,38065158.91150763 
 03/24  08:00:00,53599666.084815848,53599666.084815848,6977027.592210747 
 03/24  09:00:00,50723956.772288609,50723956.772288609,4499784.08720092 
 03/24  10:00:00,48966812.926556337,48966812.92655633,2872278.371402775 
 03/24  11:00:00,46972144.583798658,46972144.583798658,1427302.9037275445 
 03/24  12:00:00,48364552.436522427,48364552.436522427,6326253.950651216 
 03/24  13:00:00,45141027.460353579,45141027.460353579,11460.99128462015 
 03/24  14:00:00,44364020.13993204,44364020.13993204,0.0 
 03/24  15:00:00,43591591.846980888,43591591.84698087,0.0 
 03/24  16:00:00,44270237.25838155,44270237.258381549,0.0 
 03/24  17:00:00,42862443.16950279,42862443.16950279,7235313.312065391 
 03/24  18:00:00,38353526.98780507,38353526.98780505,4579403.749643477 
 03/24  19:00:00,10648218.059538953,10648218.059538952,0.0 
 03/24  20:00:00,12669894.910823152,12669894.910823152,0.0 
 03/24  21:00:00,12669894.910823152,12669894.910823152,0.0 
 03/24  22:00:00,11534524.076916654,11534524.076916654,0.0 
 03/24  23:00:00,11205881.415921549,11205881.415921549,0.0 
 03/24  24:00:00,13158423.644994012,13158423.64499401,0.0 
 03/25  01:00:00,10093157.415921549,10093157.415921549,0.0 
 03/25  02:00:00,10093157.415921549,10093157.415921549,0.0 
 03/25  03:00:00,10093157.415921549,10093157.415921549,0.0 
 03/25  04:00:00,10183551.91987223,10183551.91987223,281055.67352001726 
 03/25  05:00:00,11080808.75901925,11080808.759019249,997934.9216815146 
 03/25  06:00:00,12776960.283541061,12776960.283541061,4380502.946994627 
 03/25  07:00:00,10508750.110944095,10508750.110944095,186129.56646460019 
 03/25  08:00:00,7790004.455356899,7790004.455356898,0.0 
 03/25  09:00:00,7900301.340376353,7900301.340376353,322231.0213848114 
 03/25  10:00:00,7864853.689630193,7864853.689630193,312184.175459003 
 03/25  11:00:00,7749023.5633860439,7749023.563386042,255697.59194448248 
 03/25  12:00:00,7743975.505834725,7743975.505834725,0.0 
 03/25  13:00:00,7429820.302150181,7429820.302150181,0.0 
 03/25  14:00:00,7740831.423968012,7740831.4239680119,0.0 
 03/25  15:00:00,7744200.974390479,7744200.974390479,0.0 
 03/25  16:00:00,9105647.492839156,9105647.492839154,0.0 
 03/25  17:00:00,9173150.967388154,9173150.967388152,0.0 
 03/25  18:00:00,12415391.701524014,12415391.701524012,124484.09549243843 
 03/25  19:00:00,13484629.559168356,13484629.559168358,1778869.9352466749 
 03/25  20:00:00,13480104.003691264,13480104.003691262,9117823.387407907 
 03/25  21:00:00,14900746.981798986,14900746.981798986,9785529.765845858 
 03/25  22:00:00,14308135.64587332,14308135.645873314,9196376.640745536 
 03/25  23:00:00,14904656.923730055,14904656.923730055,10623098.25464693 
 03/25  24:00:00,13295770.098815352,13295770.09881535,10539191.352467578 
 03/26  01:00:00,13878212.95484359,13878212.95484359,12661764.597923449 
 03/26  02:00:00,13250311.266055268,13250311.266055268,9940723.878639052 
 03/26  03:00:00,13794604.388431287,13794604.388431283,11766798.972295469 
 03/26  04:00:00,13088549.872540137,13088549.872540137,11794903.621132862 
 03/26  05:00:00,13870698.416325326,13870698.416325326,11801292.694880475 
 03/26  06:00:00,13943272.221604763,13943272.221604763,12525928.761273409 
 03/26  07:00:00,13393943.551375928,13393943.551375928,17191553.473052395 
 03/26  08:00:00,10408529.753023388,10408529.753023388,14920402.822873308 
 03/26  09:00:00,10845664.20726801,10845664.20726801,13309931.795786784 
 03/26  10:00:00,9789972.512896492,9789972.512896492,8345140.440152824 
 03/26  11:00:00,9370363.986735074,9370363.986735072,6288275.919721513 
 03/26  12:00:00,10088507.713792194,10088507.713792194,1218314.7783519326 
 03/26  13:00:00,10740845.649860803,10740845.649860803,80243.97105315108 
 03/26  14:00:00,9943625.556865495,9943625.556865495,46168.35017180381 
 03/26  15:00:00,10062842.04892861,10062842.048928608,0.0 
 03/26  16:00:00,9164516.444014091,9164516.444014091,0.0 
 03/26  17:00:00,9815039.231350169,9815039.231350169,110022.86007440841 
 03/26  18:00:00,9514534.590794227,9514534.590794225,188266.48812240773 
 03/26  19:00:00,11235326.08804373,11235326.088043733,1294493.8108767188 
 03/26  20:00:00,14045442.274016457,14045442.274016457,2609887.0805233709 
 03/26  21:00:00,14257405.40492989,14257405.40492989,11899594.30479844 
 03/26  22:00:00,14341243.974942211,14341243.974942211,11082907.71750841 
 03/26  23:00:00,14161438.886186742,14161438.886186742,14088933.466094733 
 03/26  24:00:00,13223788.825812668,13223788.825812668,12332002.446000379 
 03/27  01:00:00,16383263.287933825,16383263.287933825,15880350.016551935 
 03/27  02:00:00,16289055.054885135,16289055.054885133,14938840.12314237 
 03/27  03:00:00,16422743.126024904,16422743.126024904,16643519.33165115 
 03/27  04:00:00,16289055.054885135,16289055.054885133,14883827.078336863 
 03/27  05:00:00,17455691.283682497,17455691.283682489,17798027.31109426 
 03/27  06:00:00,21142764.71390551,21142764.713905507,120941182.31731043 
 03/27  07:00:00,21898058.69652781,21898058.696527807,139345372.4878039 
 03/27  08:00:00,31518616.365945326,31518616.365945318,118936684.71439027 
 03/27  09:00:00,34532667.296432618,34532667.2964326,84300257.90800035 
 03/27  10:00:00,52793357.858263868,52793357.858263868,22261028.24440632 
 03/27  11:00:00,50477155.7406149,50477155.740614909,13229107.346958194 
 03/27  12:00:00,50980759.20149565,50980759.20149565,13483845.831452132 
 03/27  13:00:00,46179043.48067449,46179043.48067449,6775465.237053694 
 03/27  14:00:00,44639754.076986808,44639754.076986808,4828587.383759132 
 03/27  15:00:00,43345188.06480295,43345188.06480295,3463465.75892448 
 03/27  16:00:00,42332089.77481112,42332089.77481112,2306452.4350948666 
 03/27  17:00:00,40518407.94200986,40518407.94200986,5079138.793576373 
 03/27  18:00:00,34929504.40218929,34929504.40218929,8110828.134270706 
 03/27  19:00:00,10569795.547707076,10569795.547707074,0.0 
 03/27  20:00:00,12122694.910823152,12122694.910823152,0.0 
 03/27  21:00:00,12669894.910823152,12669894.910823152,0.0 
 03/27  22:00:00,11534524.076916654,11534524.076916654,0.0 
 03/27  23:00:00,11546652.520532478,11546652.520532478,853064.2427041831 
 03/27  24:00:00,13651312.702955258,13651312.702955258,1659235.0980604124 
 03/28  01:00:00,14134517.47187395,14134517.47187395,1640704.2787185026 
 03/28  02:00:00,14431519.964619499,14431519.964619495,4196298.967447726 
 03/28  03:00:00,15420100.633988537,15420100.633988535,5659948.239121687 
 03/28  04:00:00,14744629.301918963,14744629.301918962,6417890.687158228 
 03/28  05:00:00,16149781.30858711,16149781.30858711,7349682.036124931 
 03/28  06:00:00,21142764.71390551,21142764.713905507,101774342.16553824 
 03/28  07:00:00,21898058.69652781,21898058.696527807,123863974.23909293 
 03/28  08:00:00,31412103.792910164,31412103.792910156,84335200.84504946 
 03/28  09:00:00,40919468.00481073,40919468.00481073,43877045.88537148 
 03/28  10:00:00,50100691.19908527,50100691.199085269,10913840.872159522 
 03/28  11:00:00,46980189.20296735,46980189.202967349,6717411.138144233 
 03/28  12:00:00,48211965.25964886,48211965.259648878,6070832.124765071 
 03/28  13:00:00,42788267.569613497,42788267.5696135,2625387.9195148327 
 03/28  14:00:00,42006035.161373469,42006035.16137346,1591035.0799322958 
 03/28  15:00:00,40856415.941675808,40856415.941675808,522401.4289583808 
 03/28  16:00:00,39851739.09266033,39851739.09266033,0.0 
 03/28  17:00:00,38649179.57938605,38649179.579386059,2292271.5840560037 
 03/28  18:00:00,33196183.689799116,33196183.68979912,5123711.274773641 
 03/28  19:00:00,10622077.22226166,10622077.222261658,0.0 
 03/28  20:00:00,12122694.910823152,12122694.910823152,0.0 
 03/28  21:00:00,12669894.910823152,12669894.910823152,0.0 
 03/28  22:00:00,11534524.076916654,11534524.076916654,0.0 
 03/28  23:00:00,11205881.415921549,11205881.415921549,0.0 
 03/28  24:00:00,13158423.644994012,13158423.64499401,0.0 
 03/29  01:00:00,13158423.644994012,13158423.64499401,0.0 
 03/29  02:00:00,13158423.644994012,13158423.64499401,0.0 
 03/29  03:00:00,13506960.313879408,13506960.313879407,901980.0268372393 
 03/29  04:00:00,13885163.142508876,13885163.142508872,1757815.593598897 
 03/29  05:00:00,15549291.685854659,15549291.685854653,3511739.9173402127 
 03/29  06:00:00,21142764.71390551,21142764.713905507,89861942.97477322 
 03/29  07:00:00,21898058.69652781,21898058.696527807,116159066.16443745 
 03/29  08:00:00,31586887.93555721,31586887.9355572,77276192.58088973 
 03/29  09:00:00,30610110.915677504,30610110.915677497,62675496.680703479 
 03/29  10:00:00,49086513.06591926,49086513.06591924,8958369.514082039 
 03/29  11:00:00,45569241.18182422,45569241.18182422,5582828.566227796 
 03/29  12:00:00,47984176.39480838,47984176.39480838,5741389.706671933 
 03/29  13:00:00,42749845.805859487,42749845.805859487,3213268.419437547 
 03/29  14:00:00,41566163.24928358,41566163.24928358,1587067.017557005 
 03/29  15:00:00,40373220.36142527,40373220.361425269,507669.48517605118 
 03/29  16:00:00,39642116.1856075,39642116.185607489,26427.854179169288 
 03/29  17:00:00,39347305.847711008,39347305.84771101,3602001.248437558 
 03/29  18:00:00,33380518.88291015,33380518.882910156,5938235.934607002 
 03/29  19:00:00,10606404.223286407,10606404.223286406,0.0 
 03/29  20:00:00,11575494.910823152,11575494.910823152,0.0 
 03/29  21:00:00,12669894.910823152,12669894.910823152,0.0 
 03/29  22:00:00,11534524.076916654,11534524.076916654,0.0 
 03/29  23:00:00,11205881.415921549,11205881.415921549,0.0 
 03/29  24:00:00,13158423.644994012,13158423.64499401,0.0 
 03/30  01:00:00,13158423.644994012,13158423.64499401,0.0 
 03/30  02:00:00,13158423.644994012,13158423.64499401,0.0 
 03/30  03:00:00,13158423.644994012,13158423.64499401,0.0 
 03/30  04:00:00,13513557.875063824,13513557.875063822,890582.8628935823 
 03/30  05:00:00,14693993.028725777,14693993.028725775,1967058.3994494139 
 03/30  06:00:00,21142764.71390551,21142764.713905507,88690533.16923702 
 03/30  07:00:00,21350858.69652781,21350858.696527807,116947485.03590918 
 03/30  08:00:00,31841525.69532583,31841525.69532583,79140151.85926184 
 03/30  09:00:00,30696225.64080751,30696225.640807507,68598806.85879785 
 03/30  10:00:00,30697203.964191997,30697203.964191997,61199805.596744287 
 03/30  11:00:00,30530418.70405241,30530418.7040524,49756219.52608279 
 03/30  12:00:00,38712586.367463368,38712586.367463368,38383109.02915781 
 03/30  13:00:00,44119547.66716109,44119547.6671611,5442770.084096847 
 03/30  14:00:00,43540072.41143949,43540072.411439489,4090499.8611327738 
 03/30  15:00:00,42864909.101484749,42864909.101484749,2882263.3745094577 
 03/30  16:00:00,42772691.77845497,42772691.77845496,1998754.3967457857 
 03/30  17:00:00,41249949.29081354,41249949.29081355,8845480.733568224 
 03/30  18:00:00,35798764.93877415,35798764.938774149,8585877.371601657 
 03/30  19:00:00,10605233.809673962,10605233.80967396,0.0 
 03/30  20:00:00,11575494.910823152,11575494.910823152,0.0 
 03/30  21:00:00,12669894.910823152,12669894.910823152,0.0 
 03/30  22:00:00,11534524.076916654,11534524.076916654,0.0 
 03/30  23:00:00,11205881.415921549,11205881.415921549,0.0 
 03/30  24:00:00,13158423.644994012,13158423.64499401,0.0 
 03/31  01:00:00,13158423.644994012,13158423.64499401,0.0 
 03/31  02:00:00,13158423.644994012,13158423.64499401,0.0 
 03/31  03:00:00,13374856.21951595,13374856.219515946,621378.1488025892 
 03/31  04:00:00,14499881.25594123,14499881.255941228,3407484.417227169 
 03/31  05:00:00,15886844.12435887,15886844.12435887,5254288.743675748 
 03/31  06:00:00,21142764.71390551,21142764.713905507,92726953.23186141 
 03/31  07:00:00,21350858.69652781,21350858.696527807,127371237.20200017 
 03/31  08:00:00,31409595.763740634,31409595.763740627,90726672.05815196 
 03/31  09:00:00,30851467.00831472,30851467.008314719,72802380.81680662 
 03/31  10:00:00,30851467.00831472,30851467.00831472,60884732.137405049 
 03/31  11:00:00,30851467.00831472,30851467.008314719,50887813.925687219 
 03/31  12:00:00,28943781.250579359,28943781.250579359,62887656.94793022 
 03/31  13:00:00,37516295.077296029,37516295.077296029,22674120.414718074 
 03/31  14:00:00,43653978.194405328,43653978.194405328,5593215.48685958 
 03/31  15:00:00,42288272.08339448,42288272.08339448,4187063.390052739 
 03/31  16:00:00,41313978.00525263,41313978.00525263,3100800.460833142 
 03/31  17:00:00,40569959.82240436,40569959.822404358,8256270.139729324 
 03/31  18:00:00,34082963.7004717,34082963.7004717,8059444.513836539 
 03/31  19:00:00,10554122.548731823,10554122.54873182,0.0 
 03/31  20:00:00,11575494.910823152,11575494.910823152,0.0 
 03/31  21:00:00,12669894.910823152,12669894.910823152,0.0 
 03/31  22:00:00,11534524.076916654,11534524.076916654,0.0 
 03/31  23:00:00,11205881.415921549,11205881.415921549,0.0 
 03/31  24:00:00,13158423.644994012,13158423.64499401,0.0 
 04/01  01:00:00,10093157.415921549,10093157.415921549,0.0 
 04/01  02:00:00,10093157.415921549,10093157.415921549,0.0 
 04/01  03:00:00,10727230.157468435,10727230.157468433,0.0 
 04/01  04:00:00,10931149.726527023,10931149.72652702,0.0 
 04/01  05:00:00,12249284.192754996,12249284.192754996,0.0 
 04/01  06:00:00,13740333.559113717,13740333.559113715,47630.38199772689 
 04/01  07:00:00,9565337.358904377,9565337.358904375,247990.77588684645 
 04/01  08:00:00,8430011.862938589,8430011.862938589,0.0 
 04/01  09:00:00,8194677.065528723,8194677.065528723,0.0 
 04/01  10:00:00,7541800.155639919,7541800.1556399189,0.0 
 04/01  11:00:00,7456153.320472106,7456153.320472106,0.0 
 04/01  12:00:00,7431960.70538356,7431960.70538356,0.0 
 04/01  13:00:00,7435632.641260056,7435632.641260053,0.0 
 04/01  14:00:00,7503557.622662311,7503557.6226623109,0.0 
 04/01  15:00:00,7540114.626740055,7540114.626740055,0.0 
 04/01  16:00:00,7550374.96634608,7550374.96634608,0.0 
 04/01  17:00:00,7553843.945359155,7553843.945359155,0.0 
 04/01  18:00:00,9093455.410885344,9093455.410885342,93166.88639661334 
 04/01  19:00:00,10420694.85035037,10420694.850350369,338329.0614267928 
 04/01  20:00:00,11989041.52193199,11989041.521931988,935587.709396666 
 04/01  21:00:00,14731204.455311876,14731204.455311876,130087.52266763202 
 04/01  22:00:00,14927768.898264446,14927768.898264446,0.0 
 04/01  23:00:00,15390562.551082803,15390562.551082802,422174.1819848505 
 04/01  24:00:00,13703086.527480597,13703086.527480599,806092.2630781329 
 04/02  01:00:00,14670982.41635102,14670982.416351015,420911.2316182252 
 04/02  02:00:00,14070917.295915464,14070917.295915464,1606588.3995913258 
 04/02  03:00:00,15795586.366674409,15795586.366674409,3067556.4177676376 
 04/02  04:00:00,12500850.437347334,12500850.437347334,10850686.055257766 
 04/02  05:00:00,13688179.601167273,13688179.601167273,13337525.138417477 
