Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),Gas:Facility [J](Hourly) 
 08/12  22:00:00,9758681.415921549,9758681.415921549,0.0 
 08/12  23:00:00,10305881.415921549,10305881.415921549,0.0 
 08/12  24:00:00,9193157.415921549,9193157.415921549,0.0 
 08/13  01:00:00,9193157.415921549,9193157.415921549,0.0 
 08/13  02:00:00,9193157.415921549,9193157.415921549,0.0 
 08/13  03:00:00,9193157.415921549,9193157.415921549,0.0 
 08/13  04:00:00,9193157.415921549,9193157.415921549,0.0 
 08/13  05:00:00,8107919.415921549,8107919.415921549,0.0 
 08/13  06:00:00,7007290.906512511,7007290.90651251,0.0 
 08/13  07:00:00,6947891.775209742,6947891.775209742,0.0 
 08/13  08:00:00,6730465.712404027,6730465.712404026,0.0 
 08/13  09:00:00,6614312.278988237,6614312.278988237,0.0 
 08/13  10:00:00,6600140.101775903,6600140.101775903,0.0 
 08/13  11:00:00,6567705.290991437,6567705.290991437,0.0 
 08/13  12:00:00,6559671.260091854,6559671.260091854,0.0 
 08/13  13:00:00,6531757.74852014,6531757.748520139,0.0 
 08/13  14:00:00,6598138.590522813,6598138.590522813,0.0 
 08/13  15:00:00,6582405.641253883,6582405.641253883,0.0 
 08/13  16:00:00,6588372.567636689,6588372.567636687,0.0 
 08/13  17:00:00,6696888.650046268,6696888.650046267,0.0 
 08/13  18:00:00,6979612.088737691,6979612.088737691,0.0 
 08/13  19:00:00,7022681.415921549,7022681.415921549,0.0 
 08/13  20:00:00,7022681.415921549,7022681.415921549,0.0 
 08/13  21:00:00,7022681.415921549,7022681.415921549,0.0 
 08/13  22:00:00,9758681.415921549,9758681.415921549,0.0 
 08/13  23:00:00,10305881.415921549,10305881.415921549,0.0 
 08/13  24:00:00,9193157.415921549,9193157.415921549,0.0 
 08/14  01:00:00,12258423.644994012,12258423.644994012,0.0 
 08/14  02:00:00,12258423.644994012,12258423.644994012,0.0 
 08/14  03:00:00,12258423.644994012,12258423.644994012,0.0 
 08/14  04:00:00,12258423.644994012,12258423.644994012,0.0 
 08/14  05:00:00,12347034.588477321,12347034.58847732,0.0 
 08/14  06:00:00,23722745.62326841,23722745.62326841,0.0 
 08/14  07:00:00,21575680.213805234,21575680.213805234,0.0 
 08/14  08:00:00,35793548.87960641,35793548.87960641,0.0 
 08/14  09:00:00,36072102.236734088,36072102.23673408,0.0 
 08/14  10:00:00,35843082.55001976,35843082.55001976,0.0 
 08/14  11:00:00,36099190.81698544,36099190.81698544,0.0 
 08/14  12:00:00,32891771.872699944,32891771.872699948,0.0 
 08/14  13:00:00,36335211.50691807,36335211.506918068,0.0 
 08/14  14:00:00,36533694.16611543,36533694.166115429,0.0 
 08/14  15:00:00,36987641.7055573,36987641.705557297,0.0 
 08/14  16:00:00,37118477.96911785,37118477.96911785,0.0 
 08/14  17:00:00,24909856.10715631,24909856.10715631,0.0 
 08/14  18:00:00,15353785.466107857,15353785.466107857,0.0 
 08/14  19:00:00,9604181.701402128,9604181.701402128,0.0 
 08/14  20:00:00,8486694.910823154,8486694.910823152,0.0 
 08/14  21:00:00,8486694.910823154,8486694.910823152,0.0 
 08/14  22:00:00,10087324.076916654,10087324.076916654,0.0 
 08/14  23:00:00,10305881.415921549,10305881.415921549,0.0 
 08/14  24:00:00,12258423.644994012,12258423.644994012,0.0 
 08/15  01:00:00,12258423.644994012,12258423.644994012,0.0 
 08/15  02:00:00,12258423.644994012,12258423.644994012,0.0 
 08/15  03:00:00,12258423.644994012,12258423.644994012,0.0 
 08/15  04:00:00,12258423.644994012,12258423.644994012,0.0 
 08/15  05:00:00,12347034.588477321,12347034.58847732,0.0 
 08/15  06:00:00,21507042.85329943,21507042.85329943,0.0 
 08/15  07:00:00,20360984.4481588,20360984.448158798,0.0 
 08/15  08:00:00,34112323.40365147,34112323.40365147,0.0 
 08/15  09:00:00,34131191.96853179,34131191.96853179,0.0 
 08/15  10:00:00,34264092.16767722,34264092.16767722,0.0 
 08/15  11:00:00,34828726.75680957,34828726.75680958,0.0 
 08/15  12:00:00,32007521.06293238,32007521.06293238,0.0 
 08/15  13:00:00,36055141.722211617,36055141.722211617,0.0 
 08/15  14:00:00,36341940.98565838,36341940.98565837,0.0 
 08/15  15:00:00,36349370.76135969,36349370.76135969,0.0 
 08/15  16:00:00,36274705.55959155,36274705.55959154,0.0 
 08/15  17:00:00,23817443.23033865,23817443.23033865,0.0 
 08/15  18:00:00,15216448.39364881,15216448.393648809,0.0 
 08/15  19:00:00,9510174.922073834,9510174.922073832,0.0 
 08/15  20:00:00,8479611.1586787,8479611.1586787,0.0 
 08/15  21:00:00,8486694.910823154,8486694.910823152,0.0 
 08/15  22:00:00,10634524.076916654,10634524.076916654,0.0 
 08/15  23:00:00,10305881.415921549,10305881.415921549,0.0 
 08/15  24:00:00,12258423.644994012,12258423.644994012,0.0 
 08/16  01:00:00,12258423.644994012,12258423.644994012,0.0 
 08/16  02:00:00,12258423.644994012,12258423.644994012,0.0 
 08/16  03:00:00,12258423.644994012,12258423.644994012,0.0 
 08/16  04:00:00,12258423.644994012,12258423.644994012,0.0 
 08/16  05:00:00,12347034.588477321,12347034.58847732,0.0 
 08/16  06:00:00,20820664.415654348,20820664.415654344,0.0 
 08/16  07:00:00,20133400.384503306,20133400.3845033,0.0 
 08/16  08:00:00,33844722.629112999,33844722.62911299,0.0 
 08/16  09:00:00,33959178.84466504,33959178.844665039,0.0 
 08/16  10:00:00,34490950.94924354,34490950.94924352,0.0 
 08/16  11:00:00,35127619.183528158,35127619.18352815,0.0 
 08/16  12:00:00,32503290.907427998,32503290.907427998,0.0 
 08/16  13:00:00,36020563.4426216,36020563.442621599,0.0 
 08/16  14:00:00,36832453.37646123,36832453.37646123,0.0 
 08/16  15:00:00,36930276.187009368,36930276.18700936,0.0 
 08/16  16:00:00,36966762.747673917,36966762.74767391,0.0 
 08/16  17:00:00,24981081.369422065,24981081.36942206,0.0 
 08/16  18:00:00,15078344.467798695,15078344.467798694,0.0 
 08/16  19:00:00,9404897.710264979,9404897.710264977,0.0 
 08/16  20:00:00,8471635.662829526,8471635.662829526,0.0 
 08/16  21:00:00,8486694.910823154,8486694.910823152,0.0 
 08/16  22:00:00,10634524.076916654,10634524.076916654,0.0 
 08/16  23:00:00,10305881.415921549,10305881.415921549,0.0 
 08/16  24:00:00,12258423.644994012,12258423.644994012,0.0 
 08/17  01:00:00,12258423.644994012,12258423.644994012,0.0 
 08/17  02:00:00,12258423.644994012,12258423.644994012,0.0 
 08/17  03:00:00,12258423.644994012,12258423.644994012,0.0 
 08/17  04:00:00,12258423.644994012,12258423.644994012,0.0 
 08/17  05:00:00,12690349.800827558,12690349.800827552,0.0 
 08/17  06:00:00,20979139.634218,20979139.634217998,0.0 
 08/17  07:00:00,20102063.365482749,20102063.365482745,0.0 
 08/17  08:00:00,33783683.47431073,33783683.474310729,0.0 
 08/17  09:00:00,34103801.31786606,34103801.31786605,0.0 
 08/17  10:00:00,34592752.568146098,34592752.56814608,0.0 
 08/17  11:00:00,35680467.199003618,35680467.199003618,0.0 
 08/17  12:00:00,32684696.445722484,32684696.445722484,0.0 
 08/17  13:00:00,35898057.975050438,35898057.975050438,0.0 
 08/17  14:00:00,36107937.631704378,36107937.631704378,0.0 
 08/17  15:00:00,36600686.47691438,36600686.47691438,0.0 
 08/17  16:00:00,36786467.52006441,36786467.5200644,0.0 
 08/17  17:00:00,24607661.8625545,24607661.862554499,0.0 
 08/17  18:00:00,15371799.292308,15371799.292308,0.0 
 08/17  19:00:00,9592543.449487642,9592543.449487642,0.0 
 08/17  20:00:00,8486694.910823154,8486694.910823152,0.0 
 08/17  21:00:00,8486694.910823154,8486694.910823152,0.0 
 08/17  22:00:00,10634524.076916654,10634524.076916654,0.0 
 08/17  23:00:00,10305881.415921549,10305881.415921549,0.0 
 08/17  24:00:00,12258423.644994012,12258423.644994012,0.0 
 08/18  01:00:00,12258423.644994012,12258423.644994012,0.0 
 08/18  02:00:00,12258423.644994012,12258423.644994012,0.0 
 08/18  03:00:00,12258423.644994012,12258423.644994012,0.0 
 08/18  04:00:00,12258423.644994012,12258423.644994012,0.0 
 08/18  05:00:00,12708780.588477323,12708780.58847732,0.0 
 08/18  06:00:00,20498946.368960047,20498946.36896005,0.0 
 08/18  07:00:00,19725277.811181386,19725277.811181386,0.0 
 08/18  08:00:00,32940770.66377788,32940770.66377788,0.0 
 08/18  09:00:00,33754874.554302867,33754874.55430286,0.0 
 08/18  10:00:00,33958654.197042088,33958654.19704208,0.0 
 08/18  11:00:00,34682615.94633509,34682615.94633509,0.0 
 08/18  12:00:00,31846598.826306084,31846598.82630609,0.0 
 08/18  13:00:00,35406793.51691704,35406793.516917038,0.0 
 08/18  14:00:00,35050555.213746238,35050555.213746238,0.0 
 08/18  15:00:00,35597745.56029761,35597745.56029761,0.0 
 08/18  16:00:00,35675165.50394685,35675165.50394685,0.0 
 08/18  17:00:00,23086375.097501689,23086375.097501685,0.0 
 08/18  18:00:00,15668110.083011274,15668110.08301127,0.0 
 08/18  19:00:00,9748218.059538953,9748218.059538952,0.0 
 08/18  20:00:00,8486694.910823154,8486694.910823152,0.0 
 08/18  21:00:00,9033894.910823154,9033894.910823152,0.0 
 08/18  22:00:00,10634524.076916654,10634524.076916654,0.0 
 08/18  23:00:00,10305881.415921549,10305881.415921549,0.0 
 08/18  24:00:00,12258423.644994012,12258423.644994012,0.0 
 08/19  01:00:00,9193157.415921549,9193157.415921549,0.0 
 08/19  02:00:00,9193157.415921549,9193157.415921549,0.0 
 08/19  03:00:00,9193157.415921549,9193157.415921549,0.0 
 08/19  04:00:00,9193157.415921549,9193157.415921549,0.0 
 08/19  05:00:00,8831411.415921549,8831411.415921549,0.0 
 08/19  06:00:00,6993833.226556696,6993833.226556696,0.0 
 08/19  07:00:00,6809044.931398867,6809044.931398867,0.0 
 08/19  08:00:00,6635723.292303487,6635723.292303487,0.0 
 08/19  09:00:00,6509284.590155562,6509284.590155562,0.0 
 08/19  10:00:00,6566616.616941552,6566616.616941552,0.0 
 08/19  11:00:00,6567705.290991437,6567705.290991437,0.0 
 08/19  12:00:00,6533049.379433445,6533049.379433445,0.0 
 08/19  13:00:00,6535632.641260056,6535632.641260054,0.0 
 08/19  14:00:00,6559996.476278547,6559996.476278547,0.0 
 08/19  15:00:00,6612883.2844752,6612883.2844752,0.0 
 08/19  16:00:00,6650374.96634608,6650374.96634608,0.0 
 08/19  17:00:00,6651463.640395965,6651463.640395965,0.0 
 08/19  18:00:00,6735238.929086871,6735238.92908687,0.0 
 08/19  19:00:00,6947657.081412848,6947657.081412848,0.0 
 08/19  20:00:00,7005353.460142553,7005353.460142553,0.0 
 08/19  21:00:00,7569881.415921549,7569881.415921549,0.0 
 08/19  22:00:00,10305881.415921549,10305881.415921549,0.0 
 08/19  23:00:00,10305881.415921549,10305881.415921549,0.0 
 08/19  24:00:00,9193157.415921549,9193157.415921549,0.0 
 08/20  01:00:00,9193157.415921549,9193157.415921549,0.0 
 08/20  02:00:00,9193157.415921549,9193157.415921549,0.0 
 08/20  03:00:00,9193157.415921549,9193157.415921549,0.0 
 08/20  04:00:00,9193157.415921549,9193157.415921549,0.0 
 08/20  05:00:00,9193157.415921549,9193157.415921549,0.0 
 08/20  06:00:00,6997351.166176444,6997351.166176444,0.0 
 08/20  07:00:00,6859421.776485508,6859421.776485507,0.0 
 08/20  08:00:00,6635723.292303488,6635723.292303488,0.0 
 08/20  09:00:00,6605018.354108823,6605018.354108823,0.0 
 08/20  10:00:00,6568793.965041322,6568793.965041322,0.0 
 08/20  11:00:00,6567705.290991437,6567705.290991437,0.0 
 08/20  12:00:00,6561283.4902751189,6561283.4902751189,0.0 
 08/20  13:00:00,6534341.01034675,6534341.010346749,0.0 
 08/20  14:00:00,6533695.194890098,6533695.194890098,0.0 
 08/20  15:00:00,6551023.150669093,6551023.150669093,0.0 
 08/20  16:00:00,6631466.517317294,6631466.517317294,0.0 
 08/20  17:00:00,6651463.640395965,6651463.640395965,0.0 
 08/20  18:00:00,6690958.668529853,6690958.668529853,0.0 
 08/20  19:00:00,6816357.657234565,6816357.657234565,0.0 
 08/20  20:00:00,6995413.719806487,6995413.719806487,0.0 
 08/20  21:00:00,8117081.415921549,8117081.415921548,0.0 
 08/20  22:00:00,10305881.415921549,10305881.415921549,0.0 
 08/20  23:00:00,10305881.415921549,10305881.415921549,0.0 
 08/20  24:00:00,9193157.415921549,9193157.415921549,0.0 
 08/21  01:00:00,12258423.644994012,12258423.644994012,0.0 
 08/21  02:00:00,12258423.644994012,12258423.644994012,0.0 
 08/21  03:00:00,12258423.644994012,12258423.644994012,0.0 
 08/21  04:00:00,12258423.644994012,12258423.644994012,0.0 
 08/21  05:00:00,13970526.588477325,13970526.588477325,0.0 
 08/21  06:00:00,19864346.64542936,19864346.64542936,0.0 
 08/21  07:00:00,19155871.85444567,19155871.85444567,0.0 
 08/21  08:00:00,31280133.646020585,31280133.646020578,0.0 
 08/21  09:00:00,31419274.853209448,31419274.853209437,0.0 
 08/21  10:00:00,31588634.605143496,31588634.605143496,0.0 
 08/21  11:00:00,32365979.377227155,32365979.377227144,0.0 
 08/21  12:00:00,29761665.36772337,29761665.36772337,0.0 
 08/21  13:00:00,33792420.2811536,33792420.28115359,0.0 
 08/21  14:00:00,34544456.68337715,34544456.68337714,0.0 
 08/21  15:00:00,35450617.06643398,35450617.06643397,0.0 
 08/21  16:00:00,36328371.838610839,36328371.83861083,0.0 
 08/21  17:00:00,24607190.79936067,24607190.799360668,0.0 
 08/21  18:00:00,15331746.331201997,15331746.331201997,0.0 
 08/21  19:00:00,9523245.81147851,9523245.81147851,0.0 
 08/21  20:00:00,8446817.431577286,8446817.431577284,0.0 
 08/21  21:00:00,9581094.910823154,9581094.910823152,0.0 
 08/21  22:00:00,10634524.076916654,10634524.076916654,0.0 
 08/21  23:00:00,10305881.415921549,10305881.415921549,0.0 
 08/21  24:00:00,12258423.644994012,12258423.644994012,0.0 
 08/22  01:00:00,12258423.644994012,12258423.644994012,0.0 
 08/22  02:00:00,12258423.644994012,12258423.644994012,0.0 
 08/22  03:00:00,12258423.644994012,12258423.644994012,0.0 
 08/22  04:00:00,12258423.644994012,12258423.644994012,0.0 
 08/22  05:00:00,13070526.588477325,13070526.58847732,0.0 
 08/22  06:00:00,19456407.936113255,19456407.936113247,0.0 
 08/22  07:00:00,19200087.132367404,19200087.132367404,0.0 
 08/22  08:00:00,31365522.257112016,31365522.25711201,0.0 
 08/22  09:00:00,31584819.882463788,31584819.882463788,0.0 
 08/22  10:00:00,32036394.29021358,32036394.29021357,0.0 
 08/22  11:00:00,33464119.3505688,33464119.350568795,0.0 
 08/22  12:00:00,31478264.734394425,31478264.734394425,0.0 
 08/22  13:00:00,35584142.54622854,35584142.54622854,0.0 
 08/22  14:00:00,36154143.475745748,36154143.47574574,0.0 
 08/22  15:00:00,36883387.28228839,36883387.28228838,0.0 
 08/22  16:00:00,37165820.52351118,37165820.52351117,0.0 
 08/22  17:00:00,25397142.495575087,25397142.495575087,0.0 
 08/22  18:00:00,15153477.309792709,15153477.309792713,0.0 
 08/22  19:00:00,9423346.311209716,9423346.311209716,0.0 
 08/22  20:00:00,8478719.41497398,8478719.414973978,0.0 
 08/22  21:00:00,9581094.910823154,9581094.910823152,0.0 
 08/22  22:00:00,10634524.076916654,10634524.076916654,0.0 
 08/22  23:00:00,10305881.415921549,10305881.415921549,0.0 
 08/22  24:00:00,12258423.644994012,12258423.644994012,0.0 
 08/23  01:00:00,12258423.644994012,12258423.644994012,0.0 
 08/23  02:00:00,12258423.644994012,12258423.644994012,0.0 
 08/23  03:00:00,12258423.644994012,12258423.644994012,0.0 
 08/23  04:00:00,12258423.644994012,12258423.644994012,0.0 
 08/23  05:00:00,13070526.588477325,13070526.58847732,0.0 
 08/23  06:00:00,21076830.548906469,21076830.548906469,0.0 
 08/23  07:00:00,19831719.829354168,19831719.829354168,0.0 
 08/23  08:00:00,33654394.01313911,33654394.0131391,0.0 
 08/23  09:00:00,34729341.159823637,34729341.15982363,0.0 
 08/23  10:00:00,35643788.757446158,35643788.757446158,0.0 
 08/23  11:00:00,37154706.72547569,37154706.72547568,0.0 
 08/23  12:00:00,35379118.52291616,35379118.52291616,0.0 
 08/23  13:00:00,39287385.63843486,39287385.63843485,0.0 
 08/23  14:00:00,40020609.863699678,40020609.86369967,0.0 
 08/23  15:00:00,40540153.159824889,40540153.15982488,0.0 
 08/23  16:00:00,40958499.6856785,40958499.68567849,0.0 
 08/23  17:00:00,29127174.975855538,29127174.975855538,0.0 
 08/23  18:00:00,15197978.016535907,15197978.016535907,0.0 
 08/23  19:00:00,9478403.587733787,9478403.587733785,0.0 
 08/23  20:00:00,8478719.41497398,8478719.414973978,0.0 
 08/23  21:00:00,10128294.910823154,10128294.910823152,0.0 
 08/23  22:00:00,10634524.076916654,10634524.076916654,0.0 
 08/23  23:00:00,10305881.415921549,10305881.415921549,0.0 
 08/23  24:00:00,12258423.644994012,12258423.644994012,0.0 
 08/24  01:00:00,12258423.644994012,12258423.644994012,0.0 
 08/24  02:00:00,12258423.644994012,12258423.644994012,0.0 
 08/24  03:00:00,12258423.644994012,12258423.644994012,0.0 
 08/24  04:00:00,12258423.644994012,12258423.644994012,0.0 
 08/24  05:00:00,13070526.588477325,13070526.58847732,0.0 
 08/24  06:00:00,22074895.342346796,22074895.342346796,0.0 
 08/24  07:00:00,20194230.67637705,20194230.67637705,0.0 
 08/24  08:00:00,34514827.649125959,34514827.64912595,0.0 
 08/24  09:00:00,35452090.77697229,35452090.77697229,0.0 
 08/24  10:00:00,36365379.3878931,36365379.387893099,0.0 
 08/24  11:00:00,37575532.30201034,37575532.30201033,0.0 
 08/24  12:00:00,35549760.81075658,35549760.81075658,0.0 
 08/24  13:00:00,39306546.67712935,39306546.67712934,0.0 
 08/24  14:00:00,40186550.299902457,40186550.29990245,0.0 
 08/24  15:00:00,40785132.42227138,40785132.42227138,0.0 
 08/24  16:00:00,40925633.8525257,40925633.85252569,0.0 
 08/24  17:00:00,28977819.182217614,28977819.182217614,0.0 
 08/24  18:00:00,15216080.574214887,15216080.574214884,0.0 
 08/24  19:00:00,9531855.675900819,9531855.675900817,0.0 
 08/24  20:00:00,8478719.41497398,8478719.414973978,0.0 
 08/24  21:00:00,10128294.910823154,10128294.910823152,0.0 
 08/24  22:00:00,10634524.076916654,10634524.076916654,0.0 
 08/24  23:00:00,10305881.415921549,10305881.415921549,0.0 
 08/24  24:00:00,12258423.644994012,12258423.644994012,0.0 
 08/25  01:00:00,12258423.644994012,12258423.644994012,0.0 
 08/25  02:00:00,12258423.644994012,12258423.644994012,0.0 
 08/25  03:00:00,12258423.644994012,12258423.644994012,0.0 
 08/25  04:00:00,12258423.644994012,12258423.644994012,0.0 
 08/25  05:00:00,13070526.588477325,13070526.58847732,0.0 
 08/25  06:00:00,22582828.18358276,22582828.18358276,0.0 
 08/25  07:00:00,20622525.694965226,20622525.694965226,0.0 
 08/25  08:00:00,35196291.94814901,35196291.94814901,0.0 
 08/25  09:00:00,35949397.41747305,35949397.41747304,0.0 
 08/25  10:00:00,36679095.81796367,36679095.81796367,0.0 
 08/25  11:00:00,38071325.52784966,38071325.52784966,0.0 
 08/25  12:00:00,35949157.1684866,35949157.168486598,0.0 
 08/25  13:00:00,39916109.450390968,39916109.450390968,0.0 
 08/25  14:00:00,40669213.44253313,40669213.44253312,0.0 
 08/25  15:00:00,41194096.04690232,41194096.04690232,0.0 
 08/25  16:00:00,41398067.99703188,41398067.997031878,0.0 
 08/25  17:00:00,29255053.2210204,29255053.2210204,0.0 
 08/25  18:00:00,15211678.007720193,15211678.007720193,0.0 
 08/25  19:00:00,9479574.001346233,9479574.00134623,0.0 
 08/25  20:00:00,8478719.41497398,8478719.414973978,0.0 
 08/25  21:00:00,10128294.910823154,10128294.910823152,0.0 
 08/25  22:00:00,10634524.076916654,10634524.076916654,0.0 
 08/25  23:00:00,10305881.415921549,10305881.415921549,0.0 
 08/25  24:00:00,12258423.644994012,12258423.644994012,0.0 
 08/26  01:00:00,9193157.415921549,9193157.415921549,0.0 
 08/26  02:00:00,9193157.415921549,9193157.415921549,0.0 
 08/26  03:00:00,9193157.415921549,9193157.415921549,0.0 
 08/26  04:00:00,9193157.415921549,9193157.415921549,0.0 
 08/26  05:00:00,9193157.415921549,9193157.415921549,0.0 
 08/26  06:00:00,7456998.621572148,7456998.621572148,0.0 
 08/26  07:00:00,6738382.691913252,6738382.691913252,0.0 
 08/26  08:00:00,6681381.089246871,6681381.089246871,0.0 
 08/26  09:00:00,6654729.6625456199,6654729.6625456199,0.0 
 08/26  10:00:00,6650374.96634608,6650374.96634608,0.0 
 08/26  11:00:00,6650374.96634608,6650374.96634608,0.0 
 08/26  12:00:00,6658088.397975703,6658088.397975703,0.0 
 08/26  13:00:00,6673515.26123495,6673515.26123495,0.0 
 08/26  14:00:00,6609333.607921977,6609333.607921977,0.0 
 08/26  15:00:00,6619593.947528003,6619593.947528003,0.0 
 08/26  16:00:00,6650374.96634608,6650374.96634608,0.0 
 08/26  17:00:00,6651463.640395965,6651463.640395965,0.0 
 08/26  18:00:00,6733252.522110239,6733252.522110238,0.0 
 08/26  19:00:00,6873802.118494177,6873802.118494177,0.0 
 08/26  20:00:00,7016905.430661884,7016905.430661883,0.0 
 08/26  21:00:00,9211481.415921549,9211481.415921549,0.0 
 08/26  22:00:00,10305881.415921549,10305881.415921549,0.0 
 08/26  23:00:00,10305881.415921549,10305881.415921549,0.0 
 08/26  24:00:00,9193157.415921549,9193157.415921549,0.0 
 08/27  01:00:00,9193157.415921549,9193157.415921549,0.0 
 08/27  02:00:00,9193157.415921549,9193157.415921549,0.0 
 08/27  03:00:00,9193157.415921549,9193157.415921549,0.0 
 08/27  04:00:00,9193157.415921549,9193157.415921549,0.0 
 08/27  05:00:00,9193157.415921549,9193157.415921549,0.0 
 08/27  06:00:00,8034184.445593558,8034184.445593558,0.0 
 08/27  07:00:00,6755881.867622195,6755881.867622195,0.0 
 08/27  08:00:00,6645902.934369365,6645902.934369365,0.0 
 08/27  09:00:00,6599002.467119346,6599002.467119345,0.0 
 08/27  10:00:00,6546054.3759463769,6546054.3759463769,0.0 
 08/27  11:00:00,6602297.728682481,6602297.728682481,0.0 
 08/27  12:00:00,6620239.762984656,6620239.762984656,0.0 
 08/27  13:00:00,6617047.0395516,6617047.0395516,0.0 
 08/27  14:00:00,6672223.630321645,6672223.630321645,0.0 
 08/27  15:00:00,6651020.781802733,6651020.781802733,0.0 
 08/27  16:00:00,6650374.96634608,6650374.96634608,0.0 
 08/27  17:00:00,6662885.952768475,6662885.952768475,0.0 
 08/27  18:00:00,6836526.000243183,6836526.000243183,0.0 
 08/27  19:00:00,6941817.622286232,6941817.62228623,0.0 
 08/27  20:00:00,7011129.445402219,7011129.445402218,0.0 
 08/27  21:00:00,9211481.415921549,9211481.415921549,0.0 
 08/27  22:00:00,10305881.415921549,10305881.415921549,0.0 
 08/27  23:00:00,10305881.415921549,10305881.415921549,0.0 
 08/27  24:00:00,9193157.415921549,9193157.415921549,0.0 
 08/28  01:00:00,12258423.644994012,12258423.644994012,0.0 
 08/28  02:00:00,12258423.644994012,12258423.644994012,0.0 
 08/28  03:00:00,12258423.644994012,12258423.644994012,0.0 
 08/28  04:00:00,12258423.644994012,12258423.644994012,0.0 
 08/28  05:00:00,13070526.588477325,13070526.58847732,0.0 
 08/28  06:00:00,26049386.746413266,26049386.74641326,0.0 
 08/28  07:00:00,21603830.666651094,21603830.666651094,0.0 
 08/28  08:00:00,35910366.72684945,35910366.72684945,0.0 
 08/28  09:00:00,36448212.81516282,36448212.815162818,0.0 
 08/28  10:00:00,36893287.420185688,36893287.42018567,0.0 
 08/28  11:00:00,37903652.38444783,37903652.38444782,0.0 
 08/28  12:00:00,35360045.33290076,35360045.33290076,0.0 
 08/28  13:00:00,39130383.13654123,39130383.136541228,0.0 
 08/28  14:00:00,39524469.34857142,39524469.34857141,0.0 
 08/28  15:00:00,39952865.7964281,39952865.7964281,0.0 
 08/28  16:00:00,40204952.98627274,40204952.98627274,0.0 
 08/28  17:00:00,28061988.54573425,28061988.54573425,0.0 
 08/28  18:00:00,15267905.69785671,15267905.69785671,0.0 
 08/28  19:00:00,9661668.536629927,9661668.536629923,0.0 
 08/28  20:00:00,8486694.910823154,8486694.910823152,0.0 
 08/28  21:00:00,10675494.910823154,10675494.910823152,0.0 
 08/28  22:00:00,10634524.076916654,10634524.076916654,0.0 
 08/28  23:00:00,10305881.415921549,10305881.415921549,0.0 
 08/28  24:00:00,12258423.644994012,12258423.644994012,0.0 
 08/29  01:00:00,12258423.644994012,12258423.644994012,0.0 
 08/29  02:00:00,12258423.644994012,12258423.644994012,0.0 
 08/29  03:00:00,12258423.644994012,12258423.644994012,0.0 
 08/29  04:00:00,12258423.644994012,12258423.644994012,0.0 
 08/29  05:00:00,13070526.588477325,13070526.58847732,0.0 
 08/29  06:00:00,23555342.60618752,23555342.606187516,0.0 
 08/29  07:00:00,20460970.43936228,20460970.439362274,0.0 
 08/29  08:00:00,33697382.18101809,33697382.181018088,0.0 
 08/29  09:00:00,33663967.828019548,33663967.82801954,0.0 
 08/29  10:00:00,33688762.58934389,33688762.589343879,0.0 
 08/29  11:00:00,34812242.472736518,34812242.472736518,0.0 
 08/29  12:00:00,32376115.462312938,32376115.462312934,0.0 
 08/29  13:00:00,36065651.15176636,36065651.15176636,0.0 
 08/29  14:00:00,36733665.37942179,36733665.37942179,0.0 
 08/29  15:00:00,36886437.89705785,36886437.89705785,0.0 
 08/29  16:00:00,36493892.44747275,36493892.44747275,0.0 
 08/29  17:00:00,24089029.12685411,24089029.12685411,0.0 
 08/29  18:00:00,15538966.97694004,15538966.976940044,0.0 
 08/29  19:00:00,9737750.221236915,9737750.22123691,0.0 
 08/29  20:00:00,8486694.910823154,8486694.910823152,0.0 
 08/29  21:00:00,11222694.910823154,11222694.910823152,0.0 
 08/29  22:00:00,10634524.076916654,10634524.076916654,0.0 
 08/29  23:00:00,11205881.415921549,11205881.415921549,0.0 
 08/29  24:00:00,13158423.644994012,13158423.64499401,0.0 
 08/30  01:00:00,13158423.644994012,13158423.64499401,0.0 
 08/30  02:00:00,13158423.644994012,13158423.64499401,0.0 
 08/30  03:00:00,13158423.644994012,13158423.64499401,0.0 
 08/30  04:00:00,13158423.644994012,13158423.64499401,0.0 
 08/30  05:00:00,13970526.588477325,13970526.588477325,0.0 
 08/30  06:00:00,21478534.274375295,21478534.274375295,0.0 
 08/30  07:00:00,21442268.54144919,21442268.54144919,0.0 
 08/30  08:00:00,31976510.74566771,31976510.745667705,0.0 
 08/30  09:00:00,32340381.846348809,32340381.846348809,0.0 
 08/30  10:00:00,31844416.16052661,31844416.160526605,0.0 
 08/30  11:00:00,32573302.628487905,32573302.628487898,0.0 
 08/30  12:00:00,29650665.340218758,29650665.34021875,0.0 
 08/30  13:00:00,33858737.7353401,33858737.7353401,0.0 
 08/30  14:00:00,33899394.05403953,33899394.05403953,0.0 
 08/30  15:00:00,34150676.55786639,34150676.55786639,0.0 
 08/30  16:00:00,34458423.61189995,34458423.61189994,0.0 
 08/30  17:00:00,22134450.633921789,22134450.633921789,0.0 
 08/30  18:00:00,15281237.86960707,15281237.869607069,0.0 
 08/30  19:00:00,9622661.516870086,9622661.516870086,0.0 
 08/30  20:00:00,8486694.910823154,8486694.910823152,0.0 
 08/30  21:00:00,11222694.910823154,11222694.910823152,0.0 
 08/30  22:00:00,11084524.076916654,11084524.076916654,0.0 
 08/30  23:00:00,11205881.415921549,11205881.415921549,0.0 
 08/30  24:00:00,13158423.644994012,13158423.64499401,0.0 
