Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),Gas:Facility [J](Hourly) 
 01/04  03:00:00,12258423.644994012,12258423.644994012,0.0 
 01/04  04:00:00,12258423.644994012,12258423.644994012,0.0 
 01/04  05:00:00,12258423.644994012,12258423.644994012,0.0 
 01/04  06:00:00,13070526.588477325,13070526.58847732,0.0 
 01/04  07:00:00,29566715.834291258,29566715.834291258,0.0 
 01/04  08:00:00,34006483.720968637,34006483.720968637,0.0 
 01/04  09:00:00,36308623.436931978,36308623.436931978,0.0 
 01/04  10:00:00,35235781.95175604,35235781.95175604,0.0 
 01/04  11:00:00,33874843.952179808,33874843.95217979,0.0 
 01/04  12:00:00,32623344.000295037,32623344.000295029,0.0 
 01/04  13:00:00,32521358.203604759,32521358.203604759,0.0 
 01/04  14:00:00,31485799.098434256,31485799.098434248,0.0 
 01/04  15:00:00,31549012.88921776,31549012.889217754,0.0 
 01/04  16:00:00,31871864.426915625,31871864.426915617,0.0 
 01/04  17:00:00,34331492.1264102,34331492.12641019,0.0 
 01/04  18:00:00,30290942.842306779,30290942.842306779,0.0 
 01/04  19:00:00,25806328.1082144,25806328.1082144,0.0 
 01/04  20:00:00,13031418.059538957,13031418.059538952,0.0 
 01/04  21:00:00,11769894.910823154,11769894.910823152,0.0 
 01/04  22:00:00,11769894.910823154,11769894.910823152,0.0 
 01/04  23:00:00,11084524.076916654,11084524.076916654,0.0 
 01/04  24:00:00,11205881.415921549,11205881.415921549,0.0 
 01/05  01:00:00,13158423.644994012,13158423.64499401,0.0 
 01/05  02:00:00,13158423.644994012,13158423.64499401,0.0 
 01/05  03:00:00,13158423.644994012,13158423.64499401,0.0 
 01/05  04:00:00,13158423.644994012,13158423.64499401,0.0 
 01/05  05:00:00,13158423.644994012,13158423.64499401,0.0 
 01/05  06:00:00,13970526.588477325,13970526.588477325,0.0 
 01/05  07:00:00,34963556.21162164,34963556.21162164,5618324.12037063 
 01/05  08:00:00,43336427.13530366,43336427.13530367,6320131.050084662 
 01/05  09:00:00,41536943.68704192,41536943.68704191,0.0 
 01/05  10:00:00,36380291.45550804,36380291.45550802,0.0 
 01/05  11:00:00,34534583.819526139,34534583.819526139,0.0 
 01/05  12:00:00,33978388.74376708,33978388.743767078,0.0 
 01/05  13:00:00,34557874.66406908,34557874.66406909,0.0 
 01/05  14:00:00,31761031.861362749,31761031.861362734,0.0 
 01/05  15:00:00,31074698.127217227,31074698.12721722,0.0 
 01/05  16:00:00,30530182.21874106,30530182.218741057,0.0 
 01/05  17:00:00,34249870.219412509,34249870.219412509,0.0 
 01/05  18:00:00,31124828.63389236,31124828.633892359,0.0 
 01/05  19:00:00,26739733.22135096,26739733.22135096,0.0 
 01/05  20:00:00,13931418.059538957,13931418.059538952,0.0 
 01/05  21:00:00,12669894.910823152,12669894.910823152,0.0 
 01/05  22:00:00,12669894.910823152,12669894.910823152,0.0 
 01/05  23:00:00,11534524.076916654,11534524.076916654,0.0 
 01/05  24:00:00,11205881.415921549,11205881.415921549,0.0 
 01/06  01:00:00,13158423.644994012,13158423.64499401,0.0 
 01/06  02:00:00,13158423.644994012,13158423.64499401,0.0 
 01/06  03:00:00,13158423.644994012,13158423.64499401,0.0 
 01/06  04:00:00,13158423.644994012,13158423.64499401,0.0 
 01/06  05:00:00,13158423.644994012,13158423.64499401,0.0 
 01/06  06:00:00,13970526.588477325,13970526.588477325,0.0 
 01/06  07:00:00,34258664.751482497,34258664.751482497,5670903.729986248 
 01/06  08:00:00,42741399.22549566,42741399.22549566,10946520.5078932 
 01/06  09:00:00,43242522.80292359,43242522.802923578,0.0 
 01/06  10:00:00,39237543.220990817,39237543.22099081,0.0 
 01/06  11:00:00,37670269.257136758,37670269.25713675,0.0 
 01/06  12:00:00,35477558.21206773,35477558.21206772,0.0 
 01/06  13:00:00,37372266.77558612,37372266.77558612,0.0 
 01/06  14:00:00,32808165.374034108,32808165.3740341,0.0 
 01/06  15:00:00,32370111.16029094,32370111.160290936,0.0 
 01/06  16:00:00,32145649.280324609,32145649.2803246,0.0 
 01/06  17:00:00,35565096.82575578,35565096.825755778,0.0 
 01/06  18:00:00,37112843.76911233,37112843.76911233,0.0 
 01/06  19:00:00,32647843.062461955,32647843.062461959,0.0 
 01/06  20:00:00,13931418.059538957,13931418.059538952,0.0 
 01/06  21:00:00,12669894.910823152,12669894.910823152,0.0 
 01/06  22:00:00,12669894.910823152,12669894.910823152,0.0 
 01/06  23:00:00,11534524.076916654,11534524.076916654,0.0 
 01/06  24:00:00,11205881.415921549,11205881.415921549,0.0 
 01/07  01:00:00,10093157.415921549,10093157.415921549,0.0 
 01/07  02:00:00,10093157.415921549,10093157.415921549,0.0 
 01/07  03:00:00,10093157.415921549,10093157.415921549,0.0 
 01/07  04:00:00,10093157.415921549,10093157.415921549,0.0 
 01/07  05:00:00,10093157.415921549,10093157.415921549,0.0 
 01/07  06:00:00,10093157.415921549,10093157.415921549,0.0 
 01/07  07:00:00,11205881.415921549,11205881.415921549,0.0 
 01/07  08:00:00,11205881.415921549,11205881.415921549,0.0 
 01/07  09:00:00,7817358.056945024,7817358.056945024,0.0 
 01/07  10:00:00,7602116.741062625,7602116.741062624,0.0 
 01/07  11:00:00,7557515.88123565,7557515.881235649,0.0 
 01/07  12:00:00,7524114.65572457,7524114.65572457,0.0 
 01/07  13:00:00,7563254.921628925,7563254.921628924,0.0 
 01/07  14:00:00,7572659.09009133,7572659.09009133,0.0 
 01/07  15:00:00,7628061.069330909,7628061.06933091,0.0 
 01/07  16:00:00,7646717.600889603,7646717.600889601,0.0 
 01/07  17:00:00,10083279.042013349,10083279.042013349,0.0 
 01/07  18:00:00,11205881.415921549,11205881.415921549,0.0 
 01/07  19:00:00,11205881.415921549,11205881.415921549,0.0 
 01/07  20:00:00,11205881.415921549,11205881.415921549,0.0 
 01/07  21:00:00,11205881.415921549,11205881.415921549,0.0 
 01/07  22:00:00,11205881.415921549,11205881.415921549,0.0 
 01/07  23:00:00,11205881.415921549,11205881.415921549,0.0 
 01/07  24:00:00,11205881.415921549,11205881.415921549,0.0 
 01/08  01:00:00,10093157.415921549,10093157.415921549,0.0 
 01/08  02:00:00,10093157.415921549,10093157.415921549,0.0 
 01/08  03:00:00,10093157.415921549,10093157.415921549,0.0 
 01/08  04:00:00,10093157.415921549,10093157.415921549,0.0 
 01/08  05:00:00,10093157.415921549,10093157.415921549,0.0 
 01/08  06:00:00,10093157.415921549,10093157.415921549,0.0 
 01/08  07:00:00,11205881.415921549,11205881.415921549,0.0 
 01/08  08:00:00,11205881.415921549,11205881.415921549,0.0 
 01/08  09:00:00,7878320.457824385,7878320.457824385,0.0 
 01/08  10:00:00,7641587.43108659,7641587.431086588,0.0 
 01/08  11:00:00,7579369.753144132,7579369.753144132,0.0 
 01/08  12:00:00,7594146.184029992,7594146.184029992,0.0 
 01/08  13:00:00,7455698.154549323,7455698.154549323,0.0 
 01/08  14:00:00,6668495.335014929,6668495.335014929,0.0 
 01/08  15:00:00,6722930.899527896,6722930.899527895,0.0 
 01/08  16:00:00,6745628.926839717,6745628.926839717,0.0 
 01/08  17:00:00,10081544.552506812,10081544.552506812,0.0 
 01/08  18:00:00,11205881.415921549,11205881.415921549,0.0 
 01/08  19:00:00,11205881.415921549,11205881.415921549,0.0 
 01/08  20:00:00,11205881.415921549,11205881.415921549,0.0 
 01/08  21:00:00,11205881.415921549,11205881.415921549,0.0 
 01/08  22:00:00,11205881.415921549,11205881.415921549,0.0 
 01/08  23:00:00,11205881.415921549,11205881.415921549,0.0 
 01/08  24:00:00,11205881.415921549,11205881.415921549,0.0 
 01/09  01:00:00,13158423.644994012,13158423.64499401,0.0 
 01/09  02:00:00,13158423.644994012,13158423.64499401,0.0 
 01/09  03:00:00,13158423.644994012,13158423.64499401,0.0 
 01/09  04:00:00,13158423.644994012,13158423.64499401,0.0 
 01/09  05:00:00,13158423.644994012,13158423.64499401,0.0 
 01/09  06:00:00,13970526.588477325,13970526.588477325,0.0 
 01/09  07:00:00,36172937.900349419,36172937.900349419,18970339.2605564 
 01/09  08:00:00,43919729.11861679,43919729.11861678,17478951.85058357 
 01/09  09:00:00,45888237.66211554,45888237.66211553,3550957.0357984399 
 01/09  10:00:00,41126550.38176998,41126550.38176997,819653.6378523989 
 01/09  11:00:00,36519195.74620572,36519195.74620571,0.0 
 01/09  12:00:00,33941739.19622149,33941739.196221489,0.0 
 01/09  13:00:00,32417501.513965757,32417501.51396575,0.0 
 01/09  14:00:00,32507924.44144648,32507924.441446477,0.0 
 01/09  15:00:00,32736595.63992316,32736595.639923157,0.0 
 01/09  16:00:00,33167481.00878886,33167481.008788855,0.0 
 01/09  17:00:00,35607940.29013872,35607940.29013872,0.0 
 01/09  18:00:00,32263430.27981178,32263430.27981178,0.0 
 01/09  19:00:00,26865372.142146846,26865372.14214684,0.0 
 01/09  20:00:00,13031418.059538957,13031418.059538952,0.0 
 01/09  21:00:00,11769894.910823154,11769894.910823152,0.0 
 01/09  22:00:00,11769894.910823154,11769894.910823152,0.0 
 01/09  23:00:00,10634524.076916654,10634524.076916654,0.0 
 01/09  24:00:00,10305881.415921549,10305881.415921549,0.0 
 01/10  01:00:00,12258423.644994012,12258423.644994012,0.0 
 01/10  02:00:00,12258423.644994012,12258423.644994012,0.0 
 01/10  03:00:00,12258423.644994012,12258423.644994012,0.0 
 01/10  04:00:00,12258423.644994012,12258423.644994012,0.0 
 01/10  05:00:00,12258423.644994012,12258423.644994012,0.0 
 01/10  06:00:00,13070526.588477325,13070526.58847732,0.0 
 01/10  07:00:00,29288306.516931777,29288306.516931774,0.0 
 01/10  08:00:00,34166314.10346803,34166314.10346803,0.0 
 01/10  09:00:00,34787337.71020015,34787337.71020015,0.0 
 01/10  10:00:00,32388082.048144845,32388082.04814484,0.0 
 01/10  11:00:00,31961916.80760007,31961916.807600067,0.0 
 01/10  12:00:00,31450756.347518945,31450756.34751894,0.0 
 01/10  13:00:00,30889106.155312845,30889106.155312838,0.0 
 01/10  14:00:00,31256539.04100679,31256539.041006786,0.0 
 01/10  15:00:00,30935284.65721591,30935284.6572159,0.0 
 01/10  16:00:00,31139520.550241926,31139520.550241915,0.0 
 01/10  17:00:00,32916346.259953098,32916346.25995309,0.0 
 01/10  18:00:00,27966818.550718465,27966818.55071847,0.0 
 01/10  19:00:00,22707455.908793376,22707455.90879338,0.0 
 01/10  20:00:00,13031418.059538957,13031418.059538952,0.0 
 01/10  21:00:00,11769894.910823154,11769894.910823152,0.0 
 01/10  22:00:00,11769894.910823154,11769894.910823152,0.0 
 01/10  23:00:00,10634524.076916654,10634524.076916654,0.0 
 01/10  24:00:00,10305881.415921549,10305881.415921549,0.0 
 01/11  01:00:00,12258423.644994012,12258423.644994012,0.0 
 01/11  02:00:00,12258423.644994012,12258423.644994012,0.0 
 01/11  03:00:00,12258423.644994012,12258423.644994012,0.0 
 01/11  04:00:00,12258423.644994012,12258423.644994012,0.0 
 01/11  05:00:00,12258423.644994012,12258423.644994012,0.0 
 01/11  06:00:00,13070526.588477325,13070526.58847732,0.0 
 01/11  07:00:00,23543580.583633879,23543580.583633879,0.0 
 01/11  08:00:00,28247251.005093058,28247251.00509306,0.0 
 01/11  09:00:00,31850764.101764304,31850764.1017643,0.0 
 01/11  10:00:00,30160797.003282574,30160797.00328257,0.0 
 01/11  11:00:00,30227661.280571075,30227661.280571067,0.0 
 01/11  12:00:00,29689555.633022909,29689555.633022898,0.0 
 01/11  13:00:00,27927910.962688265,27927910.96268826,0.0 
 01/11  14:00:00,29544508.892108628,29544508.89210861,0.0 
 01/11  15:00:00,29891853.80434885,29891853.80434884,0.0 
 01/11  16:00:00,30922120.94510818,30922120.945108177,0.0 
 01/11  17:00:00,32697396.002442536,32697396.002442536,0.0 
 01/11  18:00:00,24842653.91543667,24842653.91543667,0.0 
 01/11  19:00:00,19596133.369796214,19596133.36979621,0.0 
 01/11  20:00:00,13031418.059538957,13031418.059538952,0.0 
 01/11  21:00:00,11769894.910823154,11769894.910823152,0.0 
 01/11  22:00:00,11769894.910823154,11769894.910823152,0.0 
 01/11  23:00:00,10634524.076916654,10634524.076916654,0.0 
 01/11  24:00:00,10305881.415921549,10305881.415921549,0.0 
 01/12  01:00:00,12258423.644994012,12258423.644994012,0.0 
 01/12  02:00:00,12258423.644994012,12258423.644994012,0.0 
 01/12  03:00:00,12258423.644994012,12258423.644994012,0.0 
 01/12  04:00:00,12258423.644994012,12258423.644994012,0.0 
 01/12  05:00:00,12258423.644994012,12258423.644994012,0.0 
 01/12  06:00:00,13070526.588477325,13070526.58847732,0.0 
 01/12  07:00:00,22919359.301481978,22919359.30148198,0.0 
 01/12  08:00:00,28439931.21673484,28439931.21673484,0.0 
 01/12  09:00:00,32197021.854953708,32197021.854953708,0.0 
 01/12  10:00:00,31549634.44195305,31549634.441953046,0.0 
 01/12  11:00:00,30832012.874090963,30832012.874090949,0.0 
 01/12  12:00:00,30492204.48456935,30492204.48456934,0.0 
 01/12  13:00:00,29520758.04344369,29520758.04344369,0.0 
 01/12  14:00:00,29711863.464479526,29711863.46447952,0.0 
 01/12  15:00:00,30725309.06500698,30725309.065006976,0.0 
 01/12  16:00:00,30289079.23429551,30289079.234295504,0.0 
 01/12  17:00:00,32697396.002442536,32697396.002442536,0.0 
 01/12  18:00:00,27957136.37135313,27957136.371353128,0.0 
 01/12  19:00:00,22985642.59511713,22985642.59511713,0.0 
 01/12  20:00:00,13031418.059538957,13031418.059538952,0.0 
 01/12  21:00:00,11769894.910823154,11769894.910823152,0.0 
 01/12  22:00:00,11769894.910823154,11769894.910823152,0.0 
 01/12  23:00:00,10634524.076916654,10634524.076916654,0.0 
 01/12  24:00:00,10305881.415921549,10305881.415921549,0.0 
 01/13  01:00:00,13158423.644994012,13158423.64499401,0.0 
 01/13  02:00:00,13158423.644994012,13158423.64499401,0.0 
 01/13  03:00:00,13158423.644994012,13158423.64499401,0.0 
 01/13  04:00:00,13158423.644994012,13158423.64499401,0.0 
 01/13  05:00:00,13158423.644994012,13158423.64499401,0.0 
 01/13  06:00:00,13970526.588477325,13970526.588477325,0.0 
 01/13  07:00:00,27378162.859084876,27378162.859084876,1834060.1270612265 
 01/13  08:00:00,32787182.099701983,32787182.099701987,0.0 
 01/13  09:00:00,35458714.866241898,35458714.866241898,0.0 
 01/13  10:00:00,33672486.22413481,33672486.2241348,0.0 
 01/13  11:00:00,33388285.683766109,33388285.68376611,0.0 
 01/13  12:00:00,32319234.650479139,32319234.65047913,0.0 
 01/13  13:00:00,32339404.023961754,32339404.02396175,0.0 
 01/13  14:00:00,31008393.547982985,31008393.547982977,0.0 
 01/13  15:00:00,31921792.751701487,31921792.751701476,0.0 
 01/13  16:00:00,32941582.232015674,32941582.232015674,0.0 
 01/13  17:00:00,35448336.86824395,35448336.86824395,0.0 
 01/13  18:00:00,35606331.36023697,35606331.36023697,0.0 
 01/13  19:00:00,31558899.206788608,31558899.206788605,0.0 
 01/13  20:00:00,13931418.059538957,13931418.059538952,0.0 
 01/13  21:00:00,12669894.910823152,12669894.910823152,0.0 
 01/13  22:00:00,12669894.910823152,12669894.910823152,0.0 
 01/13  23:00:00,11534524.076916654,11534524.076916654,0.0 
 01/13  24:00:00,11205881.415921549,11205881.415921549,0.0 
 01/14  01:00:00,10093157.415921549,10093157.415921549,0.0 
 01/14  02:00:00,10093157.415921549,10093157.415921549,0.0 
 01/14  03:00:00,10093157.415921549,10093157.415921549,0.0 
 01/14  04:00:00,10093157.415921549,10093157.415921549,0.0 
 01/14  05:00:00,10093157.415921549,10093157.415921549,0.0 
 01/14  06:00:00,10093157.415921549,10093157.415921549,0.0 
 01/14  07:00:00,11205881.415921549,11205881.415921549,0.0 
 01/14  08:00:00,10658681.415921549,10658681.415921549,0.0 
 01/14  09:00:00,7864542.178598611,7864542.178598611,0.0 
 01/14  10:00:00,7579117.835674038,7579117.835674038,0.0 
 01/14  11:00:00,7552385.711432638,7552385.711432636,0.0 
 01/14  12:00:00,7524114.65572457,7524114.65572457,0.0 
 01/14  13:00:00,6942088.426960221,6942088.426960221,0.0 
 01/14  14:00:00,6642052.073110012,6642052.073110012,0.0 
 01/14  15:00:00,6656667.108915577,6656667.108915577,0.0 
 01/14  16:00:00,7195628.926839717,7195628.926839717,0.0 
 01/14  17:00:00,9534344.552506812,9534344.552506812,0.0 
 01/14  18:00:00,11205881.415921549,11205881.415921549,0.0 
 01/14  19:00:00,11205881.415921549,11205881.415921549,0.0 
 01/14  20:00:00,11205881.415921549,11205881.415921549,0.0 
 01/14  21:00:00,11205881.415921549,11205881.415921549,0.0 
 01/14  22:00:00,11205881.415921549,11205881.415921549,0.0 
 01/14  23:00:00,11205881.415921549,11205881.415921549,0.0 
 01/14  24:00:00,11205881.415921549,11205881.415921549,0.0 
 01/15  01:00:00,10093157.415921549,10093157.415921549,0.0 
 01/15  02:00:00,10093157.415921549,10093157.415921549,0.0 
 01/15  03:00:00,10093157.415921549,10093157.415921549,0.0 
 01/15  04:00:00,10093157.415921549,10093157.415921549,0.0 
 01/15  05:00:00,10093157.415921549,10093157.415921549,0.0 
 01/15  06:00:00,10093157.415921549,10093157.415921549,0.0 
 01/15  07:00:00,11205881.415921549,11205881.415921549,0.0 
 01/15  08:00:00,10658681.415921549,10658681.415921549,0.0 
 01/15  09:00:00,7788509.867580172,7788509.867580172,0.0 
 01/15  10:00:00,7583854.107490492,7583854.107490491,0.0 
 01/15  11:00:00,7561427.718841957,7561427.718841957,0.0 
 01/15  12:00:00,7525203.329774456,7525203.329774455,0.0 
 01/15  13:00:00,7535020.810787249,7535020.8107872479,0.0 
 01/15  14:00:00,7542125.371826611,7542125.3718266109,0.0 
 01/15  15:00:00,7647331.088396598,7647331.088396597,0.0 
 01/15  16:00:00,7861398.41577223,7861398.415772229,0.0 
 01/15  17:00:00,9564281.415921549,9564281.415921549,0.0 
 01/15  18:00:00,11205881.415921549,11205881.415921549,0.0 
 01/15  19:00:00,11205881.415921549,11205881.415921549,0.0 
 01/15  20:00:00,11205881.415921549,11205881.415921549,0.0 
 01/15  21:00:00,11205881.415921549,11205881.415921549,0.0 
 01/15  22:00:00,11205881.415921549,11205881.415921549,0.0 
 01/15  23:00:00,11205881.415921549,11205881.415921549,0.0 
 01/15  24:00:00,11205881.415921549,11205881.415921549,0.0 
 01/16  01:00:00,10093157.415921549,10093157.415921549,0.0 
 01/16  02:00:00,10093157.415921549,10093157.415921549,0.0 
 01/16  03:00:00,10093157.415921549,10093157.415921549,0.0 
 01/16  04:00:00,10093157.415921549,10093157.415921549,0.0 
 01/16  05:00:00,10093157.415921549,10093157.415921549,0.0 
 01/16  06:00:00,10093157.415921549,10093157.415921549,0.0 
 01/16  07:00:00,11205881.415921549,11205881.415921549,0.0 
 01/16  08:00:00,10658681.415921549,10658681.415921549,0.0 
 01/16  09:00:00,7880054.947330922,7880054.947330921,0.0 
 01/16  10:00:00,7831985.108490873,7831985.108490871,0.0 
 01/16  11:00:00,7722786.26575825,7722786.26575825,0.0 
 01/16  12:00:00,7535463.669380481,7535463.669380481,0.0 
 01/16  13:00:00,7563568.122075337,7563568.122075336,0.0 
 01/16  14:00:00,7640080.236553398,7640080.236553398,0.0 
 01/16  15:00:00,7705852.207965811,7705852.207965813,0.0 
 01/16  16:00:00,7864745.135462032,7864745.135462032,0.0 
 01/16  17:00:00,9564281.415921549,9564281.415921549,0.0 
 01/16  18:00:00,11205881.415921549,11205881.415921549,0.0 
 01/16  19:00:00,11205881.415921549,11205881.415921549,0.0 
 01/16  20:00:00,11205881.415921549,11205881.415921549,0.0 
 01/16  21:00:00,11205881.415921549,11205881.415921549,0.0 
 01/16  22:00:00,11205881.415921549,11205881.415921549,0.0 
 01/16  23:00:00,11205881.415921549,11205881.415921549,0.0 
 01/16  24:00:00,11391125.155145318,11391125.155145318,0.0 
 01/17  01:00:00,13158423.644994012,13158423.64499401,0.0 
 01/17  02:00:00,13158423.644994012,13158423.64499401,0.0 
 01/17  03:00:00,13158423.644994012,13158423.64499401,0.0 
 01/17  04:00:00,13158423.644994012,13158423.64499401,0.0 
 01/17  05:00:00,13158423.644994012,13158423.64499401,0.0 
 01/17  06:00:00,13970526.588477325,13970526.588477325,0.0 
 01/17  07:00:00,40896570.98501083,40896570.98501083,28043353.398855214 
 01/17  08:00:00,42198338.07767898,42198338.07767898,15982226.498983738 
 01/17  09:00:00,46414068.509902928,46414068.50990292,1717069.5117477696 
 01/17  10:00:00,43731231.75881873,43731231.75881873,22190.178314348144 
 01/17  11:00:00,41583282.94449002,41583282.94449,0.0 
 01/17  12:00:00,39584323.67563401,39584323.67563401,0.0 
 01/17  13:00:00,38777593.799617338,38777593.79961733,0.0 
 01/17  14:00:00,35553221.41710824,35553221.41710822,0.0 
 01/17  15:00:00,35142042.84838955,35142042.84838955,0.0 
 01/17  16:00:00,36416755.902739699,36416755.902739699,0.0 
 01/17  17:00:00,38538807.276581179,38538807.27658117,0.0 
 01/17  18:00:00,36911489.091417,36911489.091417,0.0 
 01/17  19:00:00,31411196.648756334,31411196.64875633,0.0 
 01/17  20:00:00,13931418.059538957,13931418.059538952,0.0 
 01/17  21:00:00,12669894.910823152,12669894.910823152,0.0 
 01/17  22:00:00,12669894.910823152,12669894.910823152,0.0 
 01/17  23:00:00,11534524.076916654,11534524.076916654,0.0 
 01/17  24:00:00,11205881.415921549,11205881.415921549,0.0 
 01/18  01:00:00,13158423.644994012,13158423.64499401,0.0 
 01/18  02:00:00,13158423.644994012,13158423.64499401,0.0 
 01/18  03:00:00,13158423.644994012,13158423.64499401,0.0 
 01/18  04:00:00,13158423.644994012,13158423.64499401,0.0 
 01/18  05:00:00,13158423.644994012,13158423.64499401,0.0 
 01/18  06:00:00,13970526.588477325,13970526.588477325,0.0 
 01/18  07:00:00,33446388.021939525,33446388.021939525,6673438.95005611 
 01/18  08:00:00,38545755.92982874,38545755.92982874,245853.93053525809 
 01/18  09:00:00,40366306.67427975,40366306.67427976,0.0 
 01/18  10:00:00,38505362.10821136,38505362.108211349,0.0 
 01/18  11:00:00,37643619.825730118,37643619.82573011,0.0 
 01/18  12:00:00,35502835.92911136,35502835.929111357,0.0 
 01/18  13:00:00,35577256.23786473,35577256.23786473,0.0 
 01/18  14:00:00,34561308.784859407,34561308.7848594,0.0 
 01/18  15:00:00,34992407.02696721,34992407.026967208,0.0 
 01/18  16:00:00,35714611.88715167,35714611.887151669,0.0 
 01/18  17:00:00,37219782.1720335,37219782.1720335,0.0 
 01/18  18:00:00,35060609.73257194,35060609.73257194,0.0 
 01/18  19:00:00,29692036.799364639,29692036.799364639,0.0 
 01/18  20:00:00,13931418.059538957,13931418.059538952,0.0 
 01/18  21:00:00,12669894.910823152,12669894.910823152,0.0 
 01/18  22:00:00,12669894.910823152,12669894.910823152,0.0 
 01/18  23:00:00,11534524.076916654,11534524.076916654,0.0 
