Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),Gas:Facility [J](Hourly) 
 04/03  14:00:00,30177396.802304914,30177396.8023049,0.0 
 04/03  15:00:00,30636740.167586037,30636740.16758603,0.0 
 04/03  16:00:00,30758612.966904407,30758612.966904399,0.0 
 04/03  17:00:00,21046782.02502716,21046782.02502716,0.0 
 04/03  18:00:00,15585407.955370186,15585407.95537018,0.0 
 04/03  19:00:00,11389818.059538953,11389818.059538952,0.0 
 04/03  20:00:00,11769894.910823154,11769894.910823152,0.0 
 04/03  21:00:00,11769894.910823154,11769894.910823152,0.0 
 04/03  22:00:00,10634524.076916654,10634524.076916654,0.0 
 04/03  23:00:00,10305881.415921549,10305881.415921549,0.0 
 04/03  24:00:00,12258423.644994012,12258423.644994012,0.0 
 04/04  01:00:00,12258423.644994012,12258423.644994012,0.0 
 04/04  02:00:00,12258423.644994012,12258423.644994012,0.0 
 04/04  03:00:00,12258423.644994012,12258423.644994012,0.0 
 04/04  04:00:00,12258423.644994012,12258423.644994012,0.0 
 04/04  05:00:00,13070526.588477325,13070526.58847732,0.0 
 04/04  06:00:00,19729302.952059509,19729302.952059516,0.0 
 04/04  07:00:00,21499017.22609067,21499017.226090667,0.0 
 04/04  08:00:00,30074089.705520467,30074089.705520467,0.0 
 04/04  09:00:00,29625671.446825595,29625671.446825595,0.0 
 04/04  10:00:00,29840711.204306414,29840711.2043064,0.0 
 04/04  11:00:00,29902622.250121498,29902622.25012149,0.0 
 04/04  12:00:00,27997949.506324494,27997949.506324494,0.0 
 04/04  13:00:00,30395696.89239533,30395696.892395319,0.0 
 04/04  14:00:00,30938821.25921227,30938821.259212268,0.0 
 04/04  15:00:00,31546009.21721509,31546009.217215085,0.0 
 04/04  16:00:00,31348095.23869127,31348095.23869127,0.0 
 04/04  17:00:00,20639994.312855595,20639994.312855595,0.0 
 04/04  18:00:00,15067316.847535029,15067316.847535028,0.0 
 04/04  19:00:00,11389818.059538953,11389818.059538952,0.0 
 04/04  20:00:00,11769894.910823154,11769894.910823152,0.0 
 04/04  21:00:00,11769894.910823154,11769894.910823152,0.0 
 04/04  22:00:00,10634524.076916654,10634524.076916654,0.0 
 04/04  23:00:00,10305881.415921549,10305881.415921549,0.0 
 04/04  24:00:00,12258423.644994012,12258423.644994012,0.0 
 04/05  01:00:00,12258423.644994012,12258423.644994012,0.0 
 04/05  02:00:00,12258423.644994012,12258423.644994012,0.0 
 04/05  03:00:00,12258423.644994012,12258423.644994012,0.0 
 04/05  04:00:00,12258423.644994012,12258423.644994012,0.0 
 04/05  05:00:00,13070526.588477325,13070526.58847732,0.0 
 04/05  06:00:00,19657975.084074905,19657975.084074908,0.0 
 04/05  07:00:00,19880051.462589604,19880051.462589608,0.0 
 04/05  08:00:00,29852772.421615784,29852772.421615773,0.0 
 04/05  09:00:00,29881913.107765024,29881913.10776502,0.0 
 04/05  10:00:00,30041015.566241146,30041015.56624114,0.0 
 04/05  11:00:00,30229359.467011334,30229359.467011334,0.0 
 04/05  12:00:00,28219277.41556575,28219277.415565745,0.0 
 04/05  13:00:00,30443769.87308027,30443769.87308027,0.0 
 04/05  14:00:00,30929044.764324517,30929044.76432451,0.0 
 04/05  15:00:00,30477618.63775233,30477618.63775232,0.0 
 04/05  16:00:00,31176379.932367557,31176379.932367553,0.0 
 04/05  17:00:00,21094182.45021843,21094182.45021843,0.0 
 04/05  18:00:00,15414304.124435846,15414304.124435846,0.0 
 04/05  19:00:00,11389818.059538953,11389818.059538952,0.0 
 04/05  20:00:00,11769894.910823154,11769894.910823152,0.0 
 04/05  21:00:00,11769894.910823154,11769894.910823152,0.0 
 04/05  22:00:00,10634524.076916654,10634524.076916654,0.0 
 04/05  23:00:00,10305881.415921549,10305881.415921549,0.0 
 04/05  24:00:00,12258423.644994012,12258423.644994012,0.0 
 04/06  01:00:00,12258423.644994012,12258423.644994012,0.0 
 04/06  02:00:00,12258423.644994012,12258423.644994012,0.0 
 04/06  03:00:00,12258423.644994012,12258423.644994012,0.0 
 04/06  04:00:00,12258423.644994012,12258423.644994012,0.0 
 04/06  05:00:00,13070526.588477325,13070526.58847732,0.0 
 04/06  06:00:00,19716725.21242912,19716725.21242912,0.0 
 04/06  07:00:00,21253059.394572364,21253059.394572364,0.0 
 04/06  08:00:00,29842179.695270175,29842179.695270175,0.0 
 04/06  09:00:00,29859729.087965318,29859729.087965315,0.0 
 04/06  10:00:00,29915539.10925176,29915539.109251754,0.0 
 04/06  11:00:00,29829647.062397206,29829647.062397206,0.0 
 04/06  12:00:00,28035498.70535892,28035498.70535891,0.0 
 04/06  13:00:00,30297410.28032899,30297410.28032899,0.0 
 04/06  14:00:00,30270163.889601914,30270163.8896019,0.0 
 04/06  15:00:00,31045177.577086547,31045177.57708654,0.0 
 04/06  16:00:00,31638501.807656405,31638501.8076564,0.0 
 04/06  17:00:00,21074876.004125447,21074876.004125447,0.0 
 04/06  18:00:00,15414304.124435846,15414304.124435842,0.0 
 04/06  19:00:00,11389818.059538953,11389818.059538952,0.0 
 04/06  20:00:00,11769894.910823154,11769894.910823152,0.0 
 04/06  21:00:00,11769894.910823154,11769894.910823152,0.0 
 04/06  22:00:00,10634524.076916654,10634524.076916654,0.0 
 04/06  23:00:00,10305881.415921549,10305881.415921549,0.0 
 04/06  24:00:00,12258423.644994012,12258423.644994012,0.0 
 04/07  01:00:00,12258423.644994012,12258423.644994012,0.0 
 04/07  02:00:00,12258423.644994012,12258423.644994012,0.0 
 04/07  03:00:00,12258423.644994012,12258423.644994012,0.0 
 04/07  04:00:00,12258423.644994012,12258423.644994012,0.0 
 04/07  05:00:00,13070526.588477325,13070526.58847732,0.0 
 04/07  06:00:00,19641447.56544879,19641447.56544879,0.0 
 04/07  07:00:00,20586941.629984525,20586941.62998453,0.0 
 04/07  08:00:00,30063891.475120725,30063891.475120717,0.0 
 04/07  09:00:00,30348438.618959454,30348438.61895945,0.0 
 04/07  10:00:00,30277566.61659012,30277566.616590114,0.0 
 04/07  11:00:00,30429983.34038597,30429983.34038596,0.0 
 04/07  12:00:00,28245087.877292925,28245087.877292925,0.0 
 04/07  13:00:00,30940796.063439624,30940796.063439624,0.0 
 04/07  14:00:00,30945827.313811639,30945827.313811635,0.0 
 04/07  15:00:00,31417615.885797614,31417615.88579761,0.0 
 04/07  16:00:00,31508569.69339418,31508569.69339417,0.0 
 04/07  17:00:00,20682089.18232866,20682089.18232866,0.0 
 04/07  18:00:00,15317433.01165923,15317433.011659228,0.0 
 04/07  19:00:00,10842618.059538953,10842618.059538952,0.0 
 04/07  20:00:00,11769894.910823154,11769894.910823152,0.0 
 04/07  21:00:00,11769894.910823154,11769894.910823152,0.0 
 04/07  22:00:00,10634524.076916654,10634524.076916654,0.0 
 04/07  23:00:00,10305881.415921549,10305881.415921549,0.0 
 04/07  24:00:00,12258423.644994012,12258423.644994012,0.0 
 04/08  01:00:00,9193157.415921549,9193157.415921549,0.0 
 04/08  02:00:00,9193157.415921549,9193157.415921549,0.0 
 04/08  03:00:00,9193157.415921549,9193157.415921549,0.0 
 04/08  04:00:00,9193157.415921549,9193157.415921549,0.0 
 04/08  05:00:00,9193157.415921549,9193157.415921549,0.0 
 04/08  06:00:00,9211481.415921549,9211481.415921549,0.0 
 04/08  07:00:00,6876515.038467608,6876515.038467608,0.0 
 04/08  08:00:00,6632697.171883643,6632697.171883643,0.0 
 04/08  09:00:00,6595533.488106271,6595533.488106271,0.0 
 04/08  10:00:00,6567059.475534784,6567059.475534784,0.0 
 04/08  11:00:00,6554991.347705621,6554991.347705621,0.0 
 04/08  12:00:00,6602622.944869174,6602622.944869173,0.0 
 04/08  13:00:00,6533252.336296866,6533252.336296865,0.0 
 04/08  14:00:00,6515753.160587923,6515753.160587923,0.0 
 04/08  15:00:00,6486180.6491169,6486180.6491169,0.0 
 04/08  16:00:00,6558805.264098584,6558805.264098583,0.0 
 04/08  17:00:00,6652527.691949104,6652527.691949103,0.0 
 04/08  18:00:00,6875580.3606744729,6875580.360674472,0.0 
 04/08  19:00:00,8117081.415921549,8117081.415921548,0.0 
 04/08  20:00:00,10305881.415921549,10305881.415921549,0.0 
 04/08  21:00:00,10305881.415921549,10305881.415921549,0.0 
 04/08  22:00:00,10305881.415921549,10305881.415921549,0.0 
 04/08  23:00:00,10305881.415921549,10305881.415921549,0.0 
 04/08  24:00:00,9193157.415921549,9193157.415921549,0.0 
 04/09  01:00:00,9193157.415921549,9193157.415921549,0.0 
 04/09  02:00:00,9193157.415921549,9193157.415921549,0.0 
 04/09  03:00:00,9193157.415921549,9193157.415921549,0.0 
 04/09  04:00:00,9193157.415921549,9193157.415921549,0.0 
 04/09  05:00:00,9193157.415921549,9193157.415921549,0.0 
 04/09  06:00:00,8664281.415921549,8664281.415921549,0.0 
 04/09  07:00:00,6933959.499727221,6933959.499727221,0.0 
 04/09  08:00:00,6647121.266566069,6647121.266566069,0.0 
 04/09  09:00:00,6552273.219799274,6552273.219799274,0.0 
 04/09  10:00:00,6567705.290991437,6567705.290991437,0.0 
 04/09  11:00:00,6561929.3057317719,6561929.3057317719,0.0 
 04/09  12:00:00,6534341.01034675,6534341.010346749,0.0 
 04/09  13:00:00,6534986.825803403,6534986.825803403,0.0 
 04/09  14:00:00,6550304.03649584,6550304.03649584,0.0 
 04/09  15:00:00,6546940.0931328409,6546940.0931328409,0.0 
 04/09  16:00:00,6588225.970203489,6588225.970203488,0.0 
 04/09  17:00:00,6614755.1375814699,6614755.137581469,0.0 
 04/09  18:00:00,6788641.894593354,6788641.894593354,0.0 
 04/09  19:00:00,8111305.430661884,8111305.430661883,0.0 
 04/09  20:00:00,10305881.415921549,10305881.415921549,0.0 
 04/09  21:00:00,10305881.415921549,10305881.415921549,0.0 
 04/09  22:00:00,10305881.415921549,10305881.415921549,0.0 
 04/09  23:00:00,10305881.415921549,10305881.415921549,0.0 
 04/09  24:00:00,9193157.415921549,9193157.415921549,0.0 
 04/10  01:00:00,12258423.644994012,12258423.644994012,0.0 
 04/10  02:00:00,12258423.644994012,12258423.644994012,0.0 
 04/10  03:00:00,12258423.644994012,12258423.644994012,0.0 
 04/10  04:00:00,12258423.644994012,12258423.644994012,0.0 
 04/10  05:00:00,13070526.588477325,13070526.58847732,0.0 
 04/10  06:00:00,19337803.449433507,19337803.44943351,0.0 
 04/10  07:00:00,21898916.003469539,21898916.003469539,0.0 
 04/10  08:00:00,30643033.821513818,30643033.82151381,0.0 
 04/10  09:00:00,30451524.416771659,30451524.416771655,0.0 
 04/10  10:00:00,30077132.209472684,30077132.20947268,0.0 
 04/10  11:00:00,29588783.85177339,29588783.851773386,0.0 
 04/10  12:00:00,27561713.145575338,27561713.145575338,0.0 
 04/10  13:00:00,29739033.02963533,29739033.029635319,0.0 
 04/10  14:00:00,29906663.852118497,29906663.852118493,0.0 
 04/10  15:00:00,29867371.81718173,29867371.817181726,0.0 
 04/10  16:00:00,29810351.5991751,29810351.5991751,0.0 
 04/10  17:00:00,20276740.47895604,20276740.47895604,0.0 
 04/10  18:00:00,15576004.050690754,15576004.050690752,0.0 
 04/10  19:00:00,10842618.059538953,10842618.059538952,0.0 
 04/10  20:00:00,11769894.910823154,11769894.910823152,0.0 
 04/10  21:00:00,11769894.910823154,11769894.910823152,0.0 
 04/10  22:00:00,10634524.076916654,10634524.076916654,0.0 
 04/10  23:00:00,10305881.415921549,10305881.415921549,0.0 
 04/10  24:00:00,12258423.644994012,12258423.644994012,0.0 
 04/11  01:00:00,12258423.644994012,12258423.644994012,0.0 
 04/11  02:00:00,12258423.644994012,12258423.644994012,0.0 
 04/11  03:00:00,12258423.644994012,12258423.644994012,0.0 
 04/11  04:00:00,12258423.644994012,12258423.644994012,0.0 
 04/11  05:00:00,13070526.588477325,13070526.58847732,0.0 
 04/11  06:00:00,21271691.933177044,21271691.933177044,0.0 
 04/11  07:00:00,24996082.08850401,24996082.08850401,0.0 
 04/11  08:00:00,31197085.91790694,31197085.917906926,0.0 
 04/11  09:00:00,30258063.55033475,30258063.550334746,0.0 
 04/11  10:00:00,29871268.093947814,29871268.093947807,0.0 
 04/11  11:00:00,29138924.52693461,29138924.52693461,0.0 
 04/11  12:00:00,27635271.339243235,27635271.339243227,0.0 
 04/11  13:00:00,29527278.45257798,29527278.45257798,0.0 
 04/11  14:00:00,29775542.565292486,29775542.565292479,0.0 
 04/11  15:00:00,29895981.71378798,29895981.71378797,0.0 
 04/11  16:00:00,30067014.42990923,30067014.429909216,0.0 
 04/11  17:00:00,20335235.997898338,20335235.99789834,0.0 
 04/11  18:00:00,15449995.534026474,15449995.534026472,0.0 
 04/11  19:00:00,10833320.634849363,10833320.634849357,0.0 
 04/11  20:00:00,11769894.910823154,11769894.910823152,0.0 
 04/11  21:00:00,11769894.910823154,11769894.910823152,0.0 
 04/11  22:00:00,10634524.076916654,10634524.076916654,0.0 
 04/11  23:00:00,10305881.415921549,10305881.415921549,0.0 
 04/11  24:00:00,12258423.644994012,12258423.644994012,0.0 
 04/12  01:00:00,12258423.644994012,12258423.644994012,0.0 
 04/12  02:00:00,12258423.644994012,12258423.644994012,0.0 
 04/12  03:00:00,12258423.644994012,12258423.644994012,0.0 
 04/12  04:00:00,12258423.644994012,12258423.644994012,0.0 
 04/12  05:00:00,13970526.588477325,13970526.588477325,0.0 
 04/12  06:00:00,21440680.140554519,21440680.140554519,757960.274718914 
 04/12  07:00:00,24969816.5277628,24969816.5277628,0.0 
 04/12  08:00:00,29790989.942618319,29790989.942618316,0.0 
 04/12  09:00:00,29330763.741954548,29330763.741954537,0.0 
 04/12  10:00:00,29449322.098574696,29449322.09857469,0.0 
 04/12  11:00:00,29613508.471505926,29613508.47150592,0.0 
 04/12  12:00:00,27692313.581422345,27692313.58142234,0.0 
 04/12  13:00:00,29946065.4551551,29946065.455155098,0.0 
 04/12  14:00:00,30258448.56512208,30258448.565122077,0.0 
 04/12  15:00:00,30518363.167716989,30518363.16771698,0.0 
 04/12  16:00:00,30838018.67975115,30838018.679751144,0.0 
 04/12  17:00:00,20624177.10323148,20624177.10323148,0.0 
 04/12  18:00:00,15009550.924352142,15009550.924352143,0.0 
 04/12  19:00:00,10833320.634849363,10833320.634849357,0.0 
 04/12  20:00:00,11769894.910823154,11769894.910823152,0.0 
 04/12  21:00:00,11769894.910823154,11769894.910823152,0.0 
 04/12  22:00:00,10634524.076916654,10634524.076916654,0.0 
 04/12  23:00:00,10305881.415921549,10305881.415921549,0.0 
 04/12  24:00:00,12258423.644994012,12258423.644994012,0.0 
 04/13  01:00:00,12258423.644994012,12258423.644994012,0.0 
 04/13  02:00:00,12258423.644994012,12258423.644994012,0.0 
 04/13  03:00:00,12258423.644994012,12258423.644994012,0.0 
 04/13  04:00:00,12258423.644994012,12258423.644994012,0.0 
 04/13  05:00:00,13070526.588477325,13070526.58847732,0.0 
 04/13  06:00:00,18926018.05723243,18926018.057232433,0.0 
 04/13  07:00:00,20399683.33436886,20399683.33436886,0.0 
 04/13  08:00:00,29580882.536547848,29580882.536547837,0.0 
 04/13  09:00:00,29705093.904065558,29705093.904065558,0.0 
 04/13  10:00:00,29967544.466801734,29967544.466801734,0.0 
 04/13  11:00:00,30538491.34398932,30538491.343989307,0.0 
 04/13  12:00:00,28343989.626022504,28343989.626022497,0.0 
 04/13  13:00:00,31758645.71724937,31758645.717249369,0.0 
 04/13  14:00:00,32030243.757912406,32030243.757912395,0.0 
 04/13  15:00:00,32662514.103393049,32662514.10339304,0.0 
 04/13  16:00:00,32927372.801786957,32927372.801786946,0.0 
 04/13  17:00:00,21658279.260064119,21658279.26006412,0.0 
 04/13  18:00:00,14857254.71561753,14857254.715617527,0.0 
 04/13  19:00:00,10816477.222261664,10816477.222261658,0.0 
 04/13  20:00:00,11769894.910823154,11769894.910823152,0.0 
 04/13  21:00:00,11769894.910823154,11769894.910823152,0.0 
 04/13  22:00:00,10634524.076916654,10634524.076916654,0.0 
 04/13  23:00:00,10305881.415921549,10305881.415921549,0.0 
 04/13  24:00:00,12258423.644994012,12258423.644994012,0.0 
 04/14  01:00:00,12258423.644994012,12258423.644994012,0.0 
 04/14  02:00:00,12258423.644994012,12258423.644994012,0.0 
 04/14  03:00:00,12258423.644994012,12258423.644994012,0.0 
 04/14  04:00:00,12258423.644994012,12258423.644994012,0.0 
 04/14  05:00:00,13070526.588477325,13070526.58847732,0.0 
 04/14  06:00:00,18642180.36734326,18642180.36734326,0.0 
 04/14  07:00:00,19216452.93304411,19216452.933044107,0.0 
 04/14  08:00:00,30976025.429034816,30976025.429034804,0.0 
 04/14  09:00:00,30774825.954367289,30774825.95436728,0.0 
 04/14  10:00:00,30159491.995900319,30159491.995900316,0.0 
 04/14  11:00:00,30711151.114177295,30711151.114177288,0.0 
 04/14  12:00:00,28428861.804122233,28428861.804122233,0.0 
 04/14  13:00:00,31817085.009987855,31817085.00998785,0.0 
 04/14  14:00:00,32115296.963309666,32115296.96330966,0.0 
 04/14  15:00:00,32921820.18521582,32921820.18521581,0.0 
 04/14  16:00:00,32851267.577011229,32851267.577011214,0.0 
 04/14  17:00:00,21455567.871193049,21455567.871193049,0.0 
 04/14  18:00:00,15398631.125460593,15398631.125460593,0.0 
 04/14  19:00:00,10295418.059538953,10295418.059538952,0.0 
 04/14  20:00:00,11769894.910823154,11769894.910823152,0.0 
 04/14  21:00:00,11769894.910823154,11769894.910823152,0.0 
 04/14  22:00:00,10634524.076916654,10634524.076916654,0.0 
 04/14  23:00:00,10305881.415921549,10305881.415921549,0.0 
 04/14  24:00:00,12258423.644994012,12258423.644994012,0.0 
 04/15  01:00:00,9193157.415921549,9193157.415921549,0.0 
 04/15  02:00:00,9193157.415921549,9193157.415921549,0.0 
 04/15  03:00:00,9193157.415921549,9193157.415921549,0.0 
 04/15  04:00:00,9193157.415921549,9193157.415921549,0.0 
 04/15  05:00:00,9193157.415921549,9193157.415921549,0.0 
 04/15  06:00:00,8117081.415921549,8117081.415921549,0.0 
 04/15  07:00:00,6842739.636163164,6842739.636163164,0.0 
 04/15  08:00:00,6653019.511149008,6653019.511149008,0.0 
 04/15  09:00:00,6583409.000846887,6583409.000846887,0.0 
 04/15  10:00:00,6567705.290991437,6567705.290991437,0.0 
 04/15  11:00:00,6550377.335212441,6550377.335212441,0.0 
 04/15  12:00:00,6504281.88760874,6504281.887608739,0.0 
 04/15  13:00:00,6530023.259013602,6530023.259013602,0.0 
 04/15  14:00:00,6495190.919592746,6495190.919592746,0.0 
 04/15  15:00:00,6481050.479313888,6481050.479313888,0.0 
 04/15  16:00:00,6549068.480625938,6549068.480625937,0.0 
 04/15  17:00:00,6707271.248975566,6707271.248975566,0.0 
 04/15  18:00:00,6888221.005243689,6888221.005243689,0.0 
 04/15  19:00:00,7569881.415921549,7569881.415921549,0.0 
 04/15  20:00:00,10305881.415921549,10305881.415921549,0.0 
 04/15  21:00:00,10305881.415921549,10305881.415921549,0.0 
 04/15  22:00:00,10305881.415921549,10305881.415921549,0.0 
 04/15  23:00:00,10305881.415921549,10305881.415921549,0.0 
 04/15  24:00:00,9193157.415921549,9193157.415921549,0.0 
 04/16  01:00:00,9193157.415921549,9193157.415921549,0.0 
 04/16  02:00:00,9193157.415921549,9193157.415921549,0.0 
 04/16  03:00:00,9193157.415921549,9193157.415921549,0.0 
 04/16  04:00:00,9193157.415921549,9193157.415921549,0.0 
 04/16  05:00:00,9193157.415921549,9193157.415921549,0.0 
 04/16  06:00:00,8117081.415921549,8117081.415921549,0.0 
 04/16  07:00:00,7007290.90651251,7007290.90651251,0.0 
 04/16  08:00:00,6899692.278222871,6899692.278222871,0.0 
 04/16  09:00:00,6770017.099968135,6770017.099968135,0.0 
 04/16  10:00:00,6645269.134652993,6645269.134652993,0.0 
 04/16  11:00:00,6485011.2775268689,6485011.2775268689,0.0 
 04/16  12:00:00,6472691.23222761,6472691.23222761,0.0 
 04/16  13:00:00,6472691.232227612,6472691.232227612,0.0 
 04/16  14:00:00,6499878.230802527,6499878.230802527,0.0 
 04/16  15:00:00,6606610.863098895,6606610.863098895,0.0 
 04/16  16:00:00,6670518.686857951,6670518.68685795,0.0 
 04/16  17:00:00,6724689.72714436,6724689.72714436,0.0 
 04/16  18:00:00,6900829.912879429,6900829.912879429,0.0 
 04/16  19:00:00,7569881.415921549,7569881.415921549,0.0 
 04/16  20:00:00,10305881.415921549,10305881.415921549,0.0 
 04/16  21:00:00,10305881.415921549,10305881.415921549,0.0 
 04/16  22:00:00,10305881.415921549,10305881.415921549,0.0 
 04/16  23:00:00,10305881.415921549,10305881.415921549,0.0 
 04/16  24:00:00,9193157.415921549,9193157.415921549,0.0 
 04/17  01:00:00,12258423.644994012,12258423.644994012,0.0 
 04/17  02:00:00,12258423.644994012,12258423.644994012,0.0 
 04/17  03:00:00,12258423.644994012,12258423.644994012,0.0 
 04/17  04:00:00,12258423.644994012,12258423.644994012,0.0 
 04/17  05:00:00,13070526.588477325,13070526.58847732,0.0 
 04/17  06:00:00,19829361.16575409,19829361.16575409,0.0 
 04/17  07:00:00,24173166.92134713,24173166.92134713,0.0 
 04/17  08:00:00,30106523.039735535,30106523.039735527,0.0 
 04/17  09:00:00,29121582.16876766,29121582.168767658,0.0 
 04/17  10:00:00,29240084.647420855,29240084.647420847,0.0 
 04/17  11:00:00,29200906.00474658,29200906.00474657,0.0 
 04/17  12:00:00,27924278.138924704,27924278.138924697,0.0 
 04/17  13:00:00,29557594.704243464,29557594.70424346,0.0 
 04/17  14:00:00,29582676.231659548,29582676.23165954,0.0 
 04/17  15:00:00,29757933.531869599,29757933.53186959,0.0 
 04/17  16:00:00,29926115.568138787,29926115.568138783,0.0 
 04/17  17:00:00,20992084.58492678,20992084.584926785,0.0 
 04/17  18:00:00,16113166.24909444,16113166.249094438,0.0 
 04/17  19:00:00,10295418.059538953,10295418.059538952,0.0 
 04/17  20:00:00,11769894.910823154,11769894.910823152,0.0 
 04/17  21:00:00,11769894.910823154,11769894.910823152,0.0 
 04/17  22:00:00,10634524.076916654,10634524.076916654,0.0 
 04/17  23:00:00,10305881.415921549,10305881.415921549,0.0 
 04/17  24:00:00,12258423.644994012,12258423.644994012,0.0 
 04/18  01:00:00,13158423.644994012,13158423.64499401,0.0 
 04/18  02:00:00,13158423.644994012,13158423.64499401,0.0 
 04/18  03:00:00,13158423.644994012,13158423.64499401,0.0 
 04/18  04:00:00,13158423.644994012,13158423.64499401,0.0 
 04/18  05:00:00,13970526.588477325,13970526.588477325,0.0 
 04/18  06:00:00,21720366.330087957,21720366.33008796,1514083.389155222 
 04/18  07:00:00,27113086.828173017,27113086.82817302,0.0 
 04/18  08:00:00,32569482.267242046,32569482.267242034,0.0 
 04/18  09:00:00,30160126.63878613,30160126.63878613,0.0 
 04/18  10:00:00,29524457.904765946,29524457.90476594,0.0 
 04/18  11:00:00,29135451.905900867,29135451.905900863,0.0 
 04/18  12:00:00,27361015.529365146,27361015.529365139,0.0 
 04/18  13:00:00,29508584.87452868,29508584.874528678,0.0 
 04/18  14:00:00,29721758.946381838,29721758.946381827,0.0 
 04/18  15:00:00,29636545.17681547,29636545.17681547,0.0 
 04/18  16:00:00,30292390.061989257,30292390.061989249,0.0 
 04/18  17:00:00,21097331.857362894,21097331.857362898,0.0 
 04/18  18:00:00,16028475.307671646,16028475.307671642,0.0 
 04/18  19:00:00,10295418.059538953,10295418.059538952,0.0 
 04/18  20:00:00,11769894.910823154,11769894.910823152,0.0 
 04/18  21:00:00,11769894.910823154,11769894.910823152,0.0 
 04/18  22:00:00,10934524.076916654,10934524.076916654,0.0 
 04/18  23:00:00,11205881.415921549,11205881.415921549,0.0 
 04/18  24:00:00,13008423.644994012,13008423.64499401,0.0 
 04/19  01:00:00,13158423.644994012,13158423.64499401,0.0 
 04/19  02:00:00,13158423.644994012,13158423.64499401,0.0 
 04/19  03:00:00,13158423.644994012,13158423.64499401,0.0 
 04/19  04:00:00,13158423.644994012,13158423.64499401,0.0 
 04/19  05:00:00,13970526.588477325,13970526.588477325,0.0 
 04/19  06:00:00,21411611.33986766,21411611.33986766,1516204.702866941 
 04/19  07:00:00,26029261.607754057,26029261.60775406,0.0 
 04/19  08:00:00,30813845.499602327,30813845.499602327,0.0 
 04/19  09:00:00,29671813.36834371,29671813.368343709,0.0 
 04/19  10:00:00,29594313.220921253,29594313.22092125,0.0 
 04/19  11:00:00,29543947.832239637,29543947.832239629,0.0 
 04/19  12:00:00,27540166.916807679,27540166.91680767,0.0 
 04/19  13:00:00,29731197.03642114,29731197.03642114,0.0 
 04/19  14:00:00,30145025.397862987,30145025.397862983,0.0 
 04/19  15:00:00,30093035.909536568,30093035.909536568,0.0 
 04/19  16:00:00,30541621.830411734,30541621.830411726,0.0 
 04/19  17:00:00,20497754.88312269,20497754.883122699,0.0 
 04/19  18:00:00,14946087.54879583,14946087.54879583,0.0 
 04/19  19:00:00,10284950.221236915,10284950.22123691,0.0 
 04/19  20:00:00,11769894.910823154,11769894.910823152,0.0 
 04/19  21:00:00,11769894.910823154,11769894.910823152,0.0 
 04/19  22:00:00,10634524.076916654,10634524.076916654,0.0 
 04/19  23:00:00,10305881.415921549,10305881.415921549,0.0 
 04/19  24:00:00,12258423.644994012,12258423.644994012,0.0 
 04/20  01:00:00,12258423.644994012,12258423.644994012,0.0 
 04/20  02:00:00,12258423.644994012,12258423.644994012,0.0 
 04/20  03:00:00,13158423.644994012,13158423.64499401,0.0 
 04/20  04:00:00,13008423.644994012,13008423.64499401,0.0 
 04/20  05:00:00,13970526.588477325,13970526.588477325,0.0 
 04/20  06:00:00,19149111.227792063,19149111.227792063,382589.773574429 
 04/20  07:00:00,22663625.147000739,22663625.147000735,0.0 
 04/20  08:00:00,29446408.674260849,29446408.674260849,0.0 
 04/20  09:00:00,29577766.278396276,29577766.27839628,0.0 
 04/20  10:00:00,29663614.472612215,29663614.472612215,0.0 
 04/20  11:00:00,29878478.87190154,29878478.871901528,0.0 
 04/20  12:00:00,27853226.632373349,27853226.632373346,0.0 
 04/20  13:00:00,30128370.898182237,30128370.89818224,0.0 
 04/20  14:00:00,30353749.99520806,30353749.995208056,0.0 
 04/20  15:00:00,30752529.707824485,30752529.707824485,0.0 
 04/20  16:00:00,31081252.034034596,31081252.034034596,0.0 
 04/20  17:00:00,20756111.635299557,20756111.635299565,0.0 
 04/20  18:00:00,14944917.135183387,14944917.135183385,0.0 
 04/20  19:00:00,10248341.54565758,10248341.545657577,0.0 
 04/20  20:00:00,11769894.910823154,11769894.910823152,0.0 
 04/20  21:00:00,11769894.910823154,11769894.910823152,0.0 
 04/20  22:00:00,10634524.076916654,10634524.076916654,0.0 
 04/20  23:00:00,10305881.415921549,10305881.415921549,0.0 
 04/20  24:00:00,12258423.644994012,12258423.644994012,0.0 
 04/21  01:00:00,12258423.644994012,12258423.644994012,0.0 
 04/21  02:00:00,12258423.644994012,12258423.644994012,0.0 
 04/21  03:00:00,12258423.644994012,12258423.644994012,0.0 
 04/21  04:00:00,12258423.644994012,12258423.644994012,0.0 
 04/21  05:00:00,13070526.588477325,13070526.58847732,0.0 
 04/21  06:00:00,17916518.3530513,17916518.3530513,0.0 
 04/21  07:00:00,20534781.588746277,20534781.588746277,0.0 
 04/21  08:00:00,29381123.70350427,29381123.703504266,0.0 
 04/21  09:00:00,29586010.891655767,29586010.891655767,0.0 
 04/21  10:00:00,29838733.16009166,29838733.160091659,0.0 
 04/21  11:00:00,30430426.417246466,30430426.417246466,0.0 
 04/21  12:00:00,28183953.875574564,28183953.875574557,0.0 
 04/21  13:00:00,31636697.540053894,31636697.54005388,0.0 
 04/21  14:00:00,31712403.87122211,31712403.87122211,0.0 
 04/21  15:00:00,31919490.633016,31919490.633016007,0.0 
 04/21  16:00:00,31971711.411354025,31971711.411354018,0.0 
